timestamp,max_demand_gen,highest_gen,min_gen,day_peak_gen,eve_peak_gen,eve_peak_load_shedding,max_temp,total_gas,total_energy,day_of_week,day_of_month,month,is_weekend,season
2015-06-01,7782,7782.0,5838.0,6338.0,7782,0,36.0,1003.48,157.65,0,1,6,0,0
2015-06-02,6869,6869.0,5167.0,6482.0,6869,0,36.0,1004.19,148.74,1,2,6,0,0
2015-06-03,7549,7558.0,4975.0,5658.0,7549,0,35.7,1037.43,146.43,2,3,6,0,0
2015-06-04,7676,7752.0,6017.0,6552.0,7676,0,36.2,1049.77,163.47,3,4,6,0,0
2015-06-05,7312,7444.0,5841.0,6195.0,7312,0,36.5,1029.04,165.22,4,5,6,1,0
2015-06-06,7372,7435.0,6060.0,6613.0,7372,0,34.8,1029.04,161.25,5,6,6,1,0
2015-06-07,7496,7496.0,6092.0,6861.0,7496,0,35.6,1015.44,170.66,6,7,6,0,0
2015-06-08,7573,7704.0,6197.0,6656.0,7573,0,36.0,1005.77,164.1,0,8,6,0,0
2015-06-09,7653,7653.0,5957.0,6840.0,7653,0,35.0,1028.93,165.19,1,9,6,0,0
2015-06-10,7385,7385.0,5843.0,6036.0,7385,0,31.2,959.16,155.58,2,10,6,0,0
2015-06-11,7385,7385.0,5843.0,6036.0,7385,0,31.2,959.16,155.58,3,11,6,0,0
2015-06-12,7385,7385.0,5843.0,6036.0,7385,0,31.2,959.16,155.58,4,12,6,1,0
2015-06-13,6966,6966.0,4476.0,4476.0,6966,0,31.6,921.74,137.7,5,13,6,1,0
2015-06-14,6869,6869.0,4722.0,5504.0,6869,0,32.5,960.05,139.72,6,14,6,0,0
2015-06-15,7200,7208.0,5142.0,6019.0,7200,0,31.6,985.15,147.2,0,15,6,0,0
2015-06-16,7300,7085.0,4988.0,6018.0,7085,194,31.6,959.24,146.31,1,16,6,0,0
2015-06-17,7297,7297.0,5431.0,6051.0,7297,0,32.6,996.82,149.24,2,17,6,0,0
2015-06-18,7500,7348.0,5586.0,6184.0,7279,200,33.6,998.1,151.16,3,18,6,0,0
2015-06-19,7650,7407.0,5627.0,5685.0,7407,219,35.0,989.84,153.51,4,19,6,1,0
2015-06-20,7700,7407.0,5992.0,6265.0,7407,264,34.2,1020.69,157.4,5,20,6,1,0
2015-06-21,7600,7472.0,5964.0,6272.0,7397,183,33.0,1041.85,158.51,6,21,6,0,0
2015-06-22,7365,7365.0,5420.0,5845.0,7365,0,29.3,1039.36,148.64,0,22,6,0,0
2015-06-23,7513,7513.0,4918.0,5822.0,7513,0,30.7,1084.24,148.85,1,23,6,0,0
2015-06-24,7632,7632.0,4973.0,5828.0,7632,0,30.5,1042.08,144.64,2,24,6,0,0
2015-06-25,7343,7343.0,4717.0,5521.0,7343,0,29.2,993.35,143.84,3,25,6,0,0
2015-06-26,7212,7212.0,4420.0,4858.0,7212,0,29.5,936.07,132.66,4,26,6,1,0
2015-06-27,7121,7121.0,4552.0,4970.0,7121,0,28.3,991.1,132.92,5,27,6,1,0
2015-06-28,7475,7475.0,4504.0,5496.0,7475,0,30.0,1026.43,136.87,6,28,6,0,0
2015-06-29,7719,7719.0,4857.0,6074.0,7719,0,33.4,1077.48,148.41,0,29,6,0,0
2015-06-30,7802,7802.0,5184.0,6116.0,7802,0,36.0,1137.97,154.18,1,30,6,0,1
2015-07-01,7923,7923.0,5675.0,6458.0,7923,0,34.0,1152.32,160.67,2,1,7,0,1
2015-07-02,7858,7858.0,5784.0,6461.0,7858,0,32.5,1113.08,156.84,3,2,7,0,1
2015-07-03,7810,7810.0,5345.0,5616.0,7810,0,34.0,1126.3,150.41,4,3,7,1,1
2015-07-04,7744,7744.0,5723.0,6537.0,7744,0,35.2,1150.37,161.11,5,4,7,1,1
2015-07-05,8032,8032.0,5645.0,6521.0,8032,0,33.0,1147.86,163.7,6,5,7,0,1
2015-07-06,8122,8122.0,5942.0,6697.0,8122,0,34.0,1148.52,167.42,0,6,7,0,1
2015-07-07,8122,8122.0,5942.0,6697.0,8122,0,34.0,1148.52,167.42,1,7,7,0,1
2015-07-08,7711,7711.0,5561.0,6525.0,7711,0,32.8,1112.23,156.71,2,8,7,0,1
2015-07-09,7348,7348.0,4668.0,5531.0,7348,0,28.5,1092.85,157.84,3,9,7,0,1
2015-07-10,7352,7400.0,4749.0,5190.0,7352,0,31.0,1061.81,138.68,4,10,7,1,1
2015-07-11,7590,7632.0,5237.0,6206.0,7590,0,33.6,1106.94,155.2,5,11,7,1,1
2015-07-12,7972,7972.0,5995.0,6624.0,7972,0,33.4,1106.37,165.41,6,12,7,0,1
2015-07-13,7971,8027.0,6296.0,6956.0,7971,0,35.0,1138.2,162.49,0,13,7,0,1
2015-07-14,7925,7925.0,6457.0,6986.0,7925,0,35.5,1109.38,169.89,1,14,7,0,1
2015-07-15,7304,7461.0,5308.0,5553.0,7304,0,29.6,1098.37,149.95,2,15,7,0,1
2015-07-16,7189,7189.0,5099.0,5324.0,7189,0,30.6,1072.68,143.43,3,16,7,0,1
2015-07-17,6762,6762.0,4159.0,4494.0,6762,0,30.0,997.44,128.11,4,17,7,1,1
2015-07-18,6274,6274.0,4214.0,4453.0,6274,0,28.3,954.52,121.54,5,18,7,1,1
2015-07-19,5997,5997.0,3544.0,3804.0,5997,0,27.2,907.0,107.62,6,19,7,0,1
2015-07-20,6293,6293.0,3725.0,4060.0,6293,0,28.5,926.4,113.3,0,20,7,0,1
2015-07-21,6547,6547.0,3769.0,4594.0,6547,0,30.7,974.95,118.96,1,21,7,0,1
2015-07-22,6525,6525.0,4303.0,4720.0,6525,0,31.0,993.41,124.45,2,22,7,0,1
2015-07-23,6782,6782.0,4378.0,5220.0,6782,0,32.7,991.89,130.13,3,23,7,0,1
2015-07-24,6508,6508.0,4342.0,4676.0,6512,0,30.0,934.08,124.45,4,24,7,1,1
2015-07-25,7031,7031.0,4118.0,5164.0,7030,0,30.1,995.74,128.47,5,25,7,1,1
2015-07-26,6238,6238.0,4318.0,5098.0,6225,0,31.6,969.8,124.24,6,26,7,0,1
2015-07-27,6737,6737.0,4155.0,5076.0,6737,0,27.9,1020.93,124.86,0,27,7,0,1
2015-07-28,6966,6966.0,4448.0,5619.0,6966,0,33.2,1079.84,135.79,1,28,7,0,1
2015-07-29,6966,6966.0,4448.0,5619.0,6966,0,33.2,1079.84,135.79,2,29,7,0,1
2015-07-30,7028,7028.0,5102.0,5545.0,7028,0,33.7,1042.35,141.72,3,30,7,0,1
2015-07-31,5978,6056.0,3649.0,4079.0,5978,0,26.5,896.46,112.95,4,31,7,1,1
2015-08-01,6066,6066.0,3888.0,4512.0,6066,0,29.5,959.09,114.09,5,1,8,1,1
2015-08-02,7414,7414.0,4296.0,5485.0,7414,0,30.3,1083.9,130.5,6,2,8,0,1
2015-08-03,7429,7429.0,5095.0,6250.0,7429,0,32.4,1130.75,142.66,0,3,8,0,1
2015-08-04,7429,7429.0,5095.0,6250.0,7429,0,32.4,1130.75,142.66,1,4,8,0,1
2015-08-05,7845,7845.0,5650.0,6467.0,7845,0,34.4,1139.45,159.11,2,5,8,0,1
2015-08-06,8029,8029.0,5841.0,6666.0,8029,0,34.1,1118.43,160.96,3,6,8,0,1
2015-08-07,7569,7569.0,5536.0,5750.0,7569,0,33.4,1095.97,152.47,4,7,8,1,1
2015-08-08,7943,7943.0,5673.0,5992.0,7943,0,34.2,1121.72,158.84,5,8,8,1,1
2015-08-09,8089,8089.0,5884.0,6277.0,8089,0,34.5,1089.02,163.61,6,9,8,0,1
2015-08-10,8017,8017.0,6063.0,6728.0,8017,0,34.4,1053.28,164.51,0,10,8,0,1
2015-08-11,8126,8126.0,6038.0,6781.0,8126,0,34.7,1084.73,166.58,1,11,8,0,1
2015-08-12,8015,8015.0,6053.0,6661.0,8015,0,33.2,1067.08,164.97,2,12,8,0,1
2015-08-13,8177,8177.0,6261.0,6600.0,8177,0,33.3,1046.58,174.54,3,13,8,0,1
2015-08-14,7773,7773.0,5568.0,5908.0,7773,0,31.2,1023.8,152.53,4,14,8,1,1
2015-08-15,7796,7796.0,5438.0,6068.0,7796,0,33.0,1099.96,153.14,5,15,8,1,1
2015-08-16,8031,8031.0,5552.0,6423.0,8031,0,32.5,1092.43,158.34,6,16,8,0,1
2015-08-17,7877,7877.0,5534.0,6262.0,7877,0,32.7,1099.55,153.64,0,17,8,0,1
2015-08-18,7698,7698.0,5535.0,5968.0,7698,0,32.0,1070.67,160.52,1,18,8,0,1
2015-08-19,7840,7840.0,5431.0,6237.0,7840,0,32.5,1084.99,153.12,2,19,8,0,1
2015-08-20,7436,7436.0,5257.0,6220.0,7436,0,32.5,1015.2,153.53,3,20,8,0,1
2015-08-21,7215,7215.0,4458.0,5072.0,7215,0,29.6,948.48,130.3,4,21,8,1,1
2015-08-22,7973,7973.0,5077.0,5902.0,7973,0,33.3,1058.09,149.01,5,22,8,1,1
2015-08-23,8118,8118.0,5583.0,6369.0,8118,0,31.6,1096.07,156.83,6,23,8,0,1
2015-08-24,7926,7926.0,5585.0,6622.0,7926,0,33.0,1044.99,160.5,0,24,8,0,1
2015-08-25,8008,8008.0,5784.0,6573.0,8008,0,33.2,1106.56,163.66,1,25,8,0,1
2015-08-26,7941,7941.0,5933.0,6569.0,7941,0,33.1,1061.55,164.11,2,26,8,0,1
2015-08-27,7879,7879.0,5795.0,6462.0,7879,0,33.0,1002.52,164.1,3,27,8,0,1
2015-08-28,7551,7551.0,5301.0,5475.0,7551,0,32.5,1010.17,149.48,4,28,8,1,1
2015-08-29,7909,7909.0,5329.0,6055.0,7909,0,32.1,1059.1,153.92,5,29,8,1,1
2015-08-30,7916,7916.0,5624.0,6496.0,7916,0,31.8,1060.96,158.55,6,30,8,0,1
2015-08-31,7574,7574.0,5316.0,5981.0,7574,0,29.8,1000.61,149.64,0,31,8,0,1
2015-09-01,7574,7574.0,5316.0,5981.0,7574,0,29.8,1000.61,149.64,1,1,9,0,1
2015-09-02,7743,7743.0,5039.0,6034.0,7743,0,28.5,1087.82,147.82,2,2,9,0,1
2015-09-03,7860,7860.0,5194.0,6161.0,7860,0,30.8,1075.65,152.26,3,3,9,0,1
2015-09-04,7350,7350.0,4847.0,5254.0,7350,0,31.0,1017.74,139.75,4,4,9,1,1
2015-09-05,7724,7724.0,5188.0,6202.0,7724,0,33.4,1076.41,150.14,5,5,9,1,1
2015-09-06,7748,7761.0,5515.0,6556.0,7748,0,33.7,1090.52,154.24,6,6,9,0,1
2015-09-07,7879,7879.0,5820.0,6669.0,7879,0,34.1,1084.31,160.61,0,7,9,0,1
2015-09-08,7787,7787.0,5843.0,6747.0,7787,0,34.1,1069.11,161.59,1,8,9,0,1
2015-09-09,7742,7862.0,5977.0,6878.0,7742,0,34.6,1072.74,168.14,2,9,9,0,1
2015-09-10,7910,7910.0,6222.0,6228.0,7910,0,35.4,1084.36,166.04,3,10,9,0,1
2015-09-11,7646,7646.0,5664.0,5976.0,7646,0,33.7,1041.97,156.09,4,11,9,1,1
2015-09-12,7659,7659.0,5798.0,6411.0,7659,0,34.9,1050.04,158.41,5,12,9,1,1
2015-09-13,7659,7659.0,5798.0,6411.0,7659,0,34.9,1050.04,158.41,6,13,9,0,1
2015-09-14,7894,7894.0,5983.0,6755.0,7894,0,33.6,1052.98,164.66,0,14,9,0,1
2015-09-15,7529,7686.0,5998.0,6572.0,7529,0,33.2,1028.36,162.56,1,15,9,0,1
2015-09-16,7861,7861.0,6060.0,6964.0,7861,0,33.8,1032.32,165.87,2,16,9,0,1
2015-09-17,7850,7883.0,6393.0,6868.0,7681,152,34.5,1036.2,167.12,3,17,9,0,1
2015-09-18,7850,7803.0,6234.0,6324.0,7256,535,36.5,1009.5,164.69,4,18,9,1,1
2015-09-19,7850,7704.0,5795.0,6373.0,7704,131,28.9,1002.65,159.34,5,19,9,1,1
2015-09-20,7494,7494.0,4998.0,5743.0,7494,0,27.3,973.59,146.79,6,20,9,0,1
2015-09-21,7700,7700.0,4697.0,5893.0,7700,0,30.7,1010.38,146.43,0,21,9,0,1
2015-09-22,7553,7553.0,5029.0,6022.0,7553,0,29.8,1013.33,149.71,1,22,9,0,1
2015-09-23,6621,6621.0,4764.0,5559.0,6621,0,29.5,982.5,148.6,2,23,9,0,1
2015-09-24,6654,6654.0,4073.0,4641.0,6654,0,31.2,932.11,126.09,3,24,9,0,1
2015-09-25,6821,6821.0,4010.0,4347.0,6821,0,34.5,873.6,129.95,4,25,9,1,1
2015-09-26,6750,6750.0,4367.0,4795.0,6750,0,34.7,795.35,126.61,5,26,9,1,1
2015-09-27,6827,6827.0,4391.0,5109.0,6827,0,33.5,877.66,130.63,6,27,9,0,1
2015-09-28,7017,7017.0,4532.0,5384.0,7017,0,33.8,908.0,135.15,0,28,9,0,1
2015-09-29,7274,7274.0,4826.0,5675.0,7274,0,34.6,939.5,144.23,1,29,9,0,1
2015-09-30,7675,7675.0,5223.0,6199.0,7675,0,35.4,962.09,152.88,2,30,9,0,2
2015-10-01,7740,7740.0,5312.0,6305.0,7740,0,35.5,983.87,156.32,3,1,10,0,2
2015-10-02,7393,7393.0,5371.0,5900.0,7393,0,35.0,1031.51,149.12,4,2,10,1,2
2015-10-03,7817,7817.0,5354.0,6248.0,7817,0,32.5,1009.24,156.89,5,3,10,1,2
2015-10-04,7883,7883.0,5491.0,6581.0,7883,0,34.3,1006.54,160.61,6,4,10,0,2
2015-10-05,8031,8031.0,5712.0,6580.0,7614,0,35.2,1014.17,162.33,0,5,10,0,2
2015-10-06,8162,8162.0,5621.0,6535.0,8162,0,33.8,1035.2,163.23,1,6,10,0,2
2015-10-07,8048,8048.0,5614.0,6643.0,8048,0,33.5,1029.34,168.98,2,7,10,0,2
2015-10-08,7742,7742.0,5466.0,6348.0,7742,0,28.4,991.4,154.9,3,8,10,0,2
2015-10-09,7635,7635.0,4751.0,5605.0,7635,0,32.4,942.26,142.88,4,9,10,1,2
2015-10-10,7901,7901.0,4945.0,6036.0,7901,0,33.1,954.93,151.97,5,10,10,1,2
2015-10-11,8002,8002.0,5220.0,6429.0,8002,0,32.0,1024.3,153.47,6,11,10,0,2
2015-10-12,7680,7680.0,5206.0,6407.0,7680,0,30.2,1031.18,152.4,0,12,10,0,2
2015-10-13,7390,7390.0,5033.0,6110.0,7390,0,30.7,1008.98,145.87,1,13,10,0,2
2015-10-14,7565,7565.0,4833.0,6023.0,7565,0,30.6,977.62,142.68,2,14,10,0,2
2015-10-15,7610,7610.0,4862.0,6272.0,7610,0,31.0,952.85,143.82,3,15,10,0,2
2015-10-16,7293,7293.0,4634.0,5384.0,7293,0,32.6,979.71,136.63,4,16,10,1,2
2015-10-17,7834,7834.0,4782.0,5908.0,7834,0,32.4,1038.38,145.55,5,17,10,1,2
2015-10-18,7994,7994.0,5188.0,6493.0,7994,0,33.0,1013.72,156.05,6,18,10,0,2
2015-10-19,7728,7728.0,5185.0,6561.0,7728,0,33.0,987.12,154.67,0,19,10,0,2
2015-10-20,7802,7802.0,5265.0,6608.0,7802,0,32.8,997.14,155.56,1,20,10,0,2
2015-10-21,7849,7849.0,5212.0,6757.0,7849,0,32.6,1023.85,156.7,2,21,10,0,2
2015-10-22,7892,7892.0,5263.0,6370.0,7892,0,32.5,1005.11,162.33,3,22,10,0,2
2015-10-23,7254,7254.0,4822.0,5224.0,7254,0,32.7,974.65,138.35,4,23,10,1,2
2015-10-24,7348,7348.0,4558.0,5617.0,7348,0,32.8,1060.78,137.55,5,24,10,1,2
2015-10-25,7661,7661.0,4691.0,6298.0,7661,0,32.4,1031.57,143.31,6,25,10,0,2
2015-10-26,7591,7591.0,4812.0,6006.0,7591,0,32.3,1024.9,142.86,0,26,10,0,2
2015-10-27,7603,7603.0,4763.0,6106.0,7603,0,32.0,1029.98,146.33,1,27,10,0,2
2015-10-28,7610,7610.0,4811.0,6122.0,7610,0,31.4,1015.34,141.62,2,28,10,0,2
2015-10-29,7485,7485.0,4872.0,6056.0,7485,0,32.0,1013.5,141.72,3,29,10,0,2
2015-10-30,6921,6921.0,4518.0,4960.0,6921,0,31.1,1022.59,127.2,4,30,10,1,2
2015-10-31,7264,7264.0,4484.0,5297.0,7264,0,30.4,992.57,129.73,5,31,10,1,2
2015-11-01,7142,7142.0,4541.0,5764.0,7142,0,29.3,1000.72,134.25,6,1,11,0,2
2015-11-02,7462,7462.0,4340.0,5657.0,7462,0,30.0,1010.2,131.1,0,2,11,0,2
2015-11-03,7379,7379.0,4463.0,5835.0,7379,0,31.4,1019.97,135.16,1,3,11,0,2
2015-11-04,7212,7212.0,4715.0,6084.0,7212,0,32.9,995.15,139.2,2,4,11,0,2
2015-11-05,7228,7228.0,4702.0,6009.0,7228,0,31.2,1009.23,139.58,3,5,11,0,2
2015-11-06,6755,6755.0,4314.0,4663.0,6755,0,32.0,963.86,122.58,4,6,11,1,2
2015-11-07,7305,7305.0,4280.0,5254.0,7305,0,31.5,1027.63,127.37,5,7,11,1,2
2015-11-08,7101,7101.0,4365.0,5692.0,7101,0,31.2,1002.55,130.14,6,8,11,0,2
2015-11-09,7101,7101.0,4365.0,5692.0,7101,0,31.2,1002.55,130.14,0,9,11,0,2
2015-11-10,7101,7101.0,4365.0,5692.0,7101,0,31.2,1002.55,130.14,1,10,11,0,2
2015-11-11,7302,7302.0,4272.0,5473.0,7302,0,30.6,987.11,128.4,2,11,11,0,2
2015-11-12,7246,7246.0,4265.0,5558.0,7246,0,31.0,1001.82,130.92,3,12,11,0,2
2015-11-13,6470,6470.0,4012.0,4327.0,6470,0,30.5,923.04,113.46,4,13,11,1,2
2015-11-14,6968,6968.0,3903.0,5065.0,6968,0,30.6,959.57,121.64,5,14,11,1,2
2015-11-15,7349,7349.0,4308.0,5513.0,7349,0,29.3,968.54,127.83,6,15,11,0,2
2015-11-16,7263,7263.0,4234.0,5458.0,7263,0,30.5,1007.36,128.33,0,16,11,0,2
2015-11-17,7096,7096.0,4231.0,5242.0,7096,0,28.5,997.49,127.27,1,17,11,0,2
2015-11-18,7072,7072.0,4070.0,5293.0,7072,0,28.5,957.14,125.36,2,18,11,0,2
2015-11-19,7029,7029.0,4055.0,5138.0,7029,0,29.5,949.6,123.69,3,19,11,0,2
2015-11-20,6312,6312.0,3921.0,4210.0,6312,0,31.6,884.32,109.25,4,20,11,1,2
2015-11-21,7042,7042.0,3761.0,4960.0,7042,0,31.8,965.03,119.44,5,21,11,1,2
2015-11-22,7010,7010.0,4056.0,5276.0,7010,0,31.4,975.49,122.86,6,22,11,0,2
2015-11-23,7030,7030.0,4001.0,5279.0,7030,0,30.2,950.48,125.01,0,23,11,0,2
2015-11-24,6934,6934.0,4013.0,5275.0,6934,0,30.0,925.81,122.9,1,24,11,0,2
2015-11-25,6915,6915.0,3895.0,5158.0,6915,0,29.0,923.13,122.49,2,25,11,0,2
2015-11-26,6871,6871.0,4000.0,5133.0,6871,0,28.5,932.41,121.36,3,26,11,0,2
2015-11-27,6053,6053.0,3829.0,4165.0,6053,0,27.6,869.49,106.44,4,27,11,1,2
2015-11-28,6736,6736.0,3558.0,4671.0,6736,0,28.6,922.41,114.31,5,28,11,1,2
2015-11-29,6911,6911.0,3860.0,5290.0,6911,0,29.8,970.42,120.61,6,29,11,0,2
2015-11-30,6911,6911.0,3860.0,5290.0,6911,0,29.8,970.42,120.61,0,30,11,0,2
2015-12-01,6886,6886.0,3842.0,5224.0,6886,0,30.3,920.06,121.4,1,1,12,0,2
2015-12-02,6925,6925.0,3918.0,5248.0,6925,0,28.0,899.76,120.39,2,2,12,0,2
2015-12-03,6804,6804.0,3940.0,5081.0,6804,0,29.2,865.74,120.46,3,3,12,0,2
2015-12-04,6073,6076.0,3741.0,4129.0,6076,0,27.5,824.43,105.05,4,4,12,1,2
2015-12-05,6602,6602.0,3659.0,4554.0,6602,0,29.3,897.85,113.39,5,5,12,1,2
2015-12-06,6746,6746.0,3786.0,4900.0,6746,0,27.4,901.31,113.77,6,6,12,0,2
2015-12-07,6759,6759.0,3806.0,5008.0,6759,0,25.8,888.17,118.02,0,7,12,0,2
2015-12-08,6687,6687.0,3817.0,5079.0,6687,0,26.4,915.93,118.72,1,8,12,0,2
2015-12-09,6730,6730.0,3816.0,4938.0,6730,0,27.7,921.12,116.47,2,9,12,0,2
2015-12-10,6724,6724.0,3726.0,4990.0,6724,0,27.4,934.45,118.87,3,10,12,0,2
2015-12-11,6003,6003.0,3651.0,4161.0,6003,0,26.7,885.59,106.02,4,11,12,1,2
2015-12-12,6713,6713.0,3533.0,4723.0,6713,0,27.5,974.99,113.85,5,12,12,1,2
2015-12-13,6706,6706.0,3734.0,5158.0,6706,0,27.6,975.08,118.09,6,13,12,0,2
2015-12-14,6749,6749.0,3763.0,5007.0,6749,0,24.8,922.8,118.57,0,14,12,0,2
2015-12-15,6736,6736.0,3730.0,4768.0,6736,0,24.2,867.03,115.85,1,15,12,0,2
2015-12-16,5821,5821.0,3498.0,3895.0,5821,0,24.5,849.42,102.6,2,16,12,0,2
2015-12-17,6444,6444.0,3235.0,4430.0,6444,0,24.4,937.69,107.17,3,17,12,0,2
2015-12-18,5831,5831.0,3410.0,3770.0,5831,0,22.2,837.54,100.31,4,18,12,1,2
2015-12-19,6493,6493.0,3303.0,4596.0,6493,0,23.6,896.09,109.94,5,19,12,1,2
2015-12-20,6424,6424.0,3487.0,4763.0,6424,0,24.0,907.3,111.14,6,20,12,0,2
2015-12-21,6560,6560.0,3528.0,4763.0,6560,0,24.0,913.19,112.99,0,21,12,0,2
2015-12-22,6576,6576.0,3546.0,4866.0,6576,0,25.5,923.09,114.21,1,22,12,0,2
2015-12-23,6558,6558.0,3582.0,4783.0,6558,0,25.5,908.42,112.87,2,23,12,0,2
2015-12-24,6548,6548.0,3607.0,4954.0,6548,0,25.5,904.92,114.18,3,24,12,0,2
2015-12-25,6548,6548.0,3607.0,4954.0,6548,0,25.5,904.92,114.18,4,25,12,1,2
2015-12-26,6548,6548.0,3607.0,4954.0,6548,0,25.5,904.92,114.18,5,26,12,1,2
2015-12-27,6667,6667.0,3309.0,4777.0,6667,0,25.2,906.76,113.33,6,27,12,0,2
2015-12-28,6636,6636.0,3574.0,4970.0,6636,0,25.4,911.02,114.57,0,28,12,0,2
2015-12-29,6656,6656.0,3538.0,4960.0,6656,0,26.0,904.44,115.42,1,29,12,0,2
2015-12-30,6557,6557.0,3543.0,4964.0,6557,0,25.8,891.91,111.55,2,30,12,0,2
2015-12-31,6553,6553.0,3451.0,5039.0,6553,0,26.4,879.39,115.33,3,31,12,0,2
2016-01-01,5891,5891.0,3590.0,4275.0,5891,0,27.6,839.82,104.07,4,1,1,1,2
2016-01-02,6538,6538.0,3399.0,4742.0,6538,0,27.0,902.62,111.69,5,2,1,1,2
2016-01-03,6635,6635.0,3586.0,4944.0,6635,0,25.8,880.89,115.93,6,3,1,0,0
2016-01-04,6694,6694.0,3647.0,4934.0,6694,0,26.5,863.28,116.21,0,4,1,0,0
2016-01-05,6672,6672.0,3716.0,4938.0,6672,0,25.8,871.71,116.31,1,5,1,0,0
2016-01-06,6707,6707.0,3732.0,5015.0,6707,0,26.0,845.68,117.48,2,6,1,0,0
2016-01-07,6754,6754.0,3649.0,4894.0,6754,0,26.0,882.4,118.21,3,7,1,0,0
2016-01-08,6157,6157.0,3779.0,4370.0,6157,0,26.8,841.97,108.33,4,8,1,1,0
2016-01-09,6775,6775.0,3512.0,4792.0,6775,0,25.2,902.26,114.57,5,9,1,1,0
2016-01-10,6775,6775.0,3512.0,4792.0,6775,0,25.2,902.26,114.57,6,10,1,0,0
2016-01-11,6766,6766.0,3685.0,5037.0,6766,0,25.1,888.16,116.81,0,11,1,0,0
2016-01-12,6778,6778.0,3722.0,5153.0,6778,0,24.5,915.29,120.02,1,12,1,0,0
2016-01-13,6883,6883.0,3766.0,5230.0,6883,0,24.1,922.87,120.82,2,13,1,0,0
2016-01-14,6794,6794.0,3869.0,5386.0,6794,0,25.4,931.31,128.41,3,14,1,0,0
2016-01-15,6311,6311.0,3859.0,4595.0,6311,0,26.0,890.25,109.24,4,15,1,1,0
2016-01-16,6311,6884.0,3593.0,5064.0,6884,0,26.6,937.14,109.24,5,16,1,1,0
2016-01-17,6983,6983.0,3871.0,5200.0,6983,0,25.4,943.84,130.37,6,17,1,0,0
2016-01-18,6946,6946.0,3902.0,5316.0,6946,0,25.7,929.17,124.47,0,18,1,0,0
2016-01-19,6937,6937.0,3917.0,5440.0,6937,0,25.4,879.63,126.82,1,19,1,0,0
2016-01-20,6484,6484.0,3305.0,5121.0,6484,0,22.8,846.72,116.01,2,20,1,0,0
2016-01-21,6840,6840.0,3725.0,5338.0,6840,0,22.7,878.56,122.71,3,21,1,0,0
2016-01-22,6242,6242.0,3891.0,4763.0,6242,0,20.0,893.58,110.67,4,22,1,1,0
2016-01-23,6939,6939.0,3594.0,5305.0,6939,0,20.8,958.54,120.48,5,23,1,1,0
2016-01-24,6954,6954.0,3883.0,5669.0,6954,0,22.0,901.85,124.78,6,24,1,0,0
2016-01-25,7080,7080.0,3801.0,5611.0,7080,0,23.1,848.69,121.45,0,25,1,0,0
2016-01-26,6796,6796.0,3993.0,5562.0,6796,0,22.1,854.53,125.27,1,26,1,0,0
2016-01-27,6870,6870.0,3993.0,5514.0,6870,0,25.0,861.6,126.87,2,27,1,0,0
2016-01-28,7065,7065.0,3855.0,5671.0,7065,0,25.8,857.46,128.01,3,28,1,0,0
2016-01-29,6454,6454.0,4091.0,4968.0,6454,0,25.2,829.17,116.78,4,29,1,1,0
2016-01-30,6454,6454.0,4091.0,4968.0,6454,0,25.2,829.17,116.78,5,30,1,1,0
2016-01-31,7052,7052.0,3970.0,5766.0,7052,0,26.0,896.61,129.31,6,31,1,0,0
2016-02-01,7024,7024.0,4007.0,5837.0,7024,0,28.0,870.14,129.44,0,1,2,0,0
2016-02-02,7042,7042.0,4039.0,5813.0,7042,0,28.6,850.85,132.87,1,2,2,0,0
2016-02-03,7041,7041.0,4160.0,5901.0,7041,0,27.8,898.71,124.89,2,3,2,0,0
2016-02-04,6881,6881.0,4114.0,5662.0,6881,0,26.6,886.34,129.35,3,4,2,0,0
2016-02-05,6300,6300.0,4053.0,4836.0,6300,0,26.7,844.94,114.63,4,5,2,1,0
2016-02-06,7074,7074.0,3727.0,5338.0,7074,0,26.8,859.44,123.7,5,6,2,1,0
2016-02-07,7127,7127.0,4101.0,5755.0,7127,0,28.4,898.56,128.57,6,7,2,0,0
2016-02-08,7155,7155.0,4079.0,5692.0,7155,0,29.1,871.77,129.51,0,8,2,0,0
2016-02-09,7214,7214.0,3820.0,5868.0,7214,0,27.5,902.29,130.45,1,9,2,0,0
2016-02-10,7214,7214.0,3820.0,5868.0,7214,0,27.5,902.29,130.45,2,10,2,0,0
2016-02-11,7153,7153.0,4192.0,5885.0,7101,0,27.9,918.1,134.6,3,11,2,0,0
2016-02-12,6584,6584.0,3746.0,4745.0,6584,0,29.5,891.71,117.76,4,12,2,1,0
2016-02-13,7160,7160.0,3976.0,5679.0,7160,0,29.0,943.89,129.06,5,13,2,1,0
2016-02-14,7314,7314.0,4323.0,6001.0,7314,0,28.6,941.74,148.81,6,14,2,0,0
2016-02-15,7525,7525.0,4423.0,6040.0,7525,0,30.6,958.51,138.64,0,15,2,0,0
2016-02-16,7521,7521.0,4583.0,6333.0,7521,0,31.5,943.36,142.17,1,16,2,0,0
2016-02-17,7448,7448.0,4653.0,5938.0,7448,0,31.0,938.0,139.81,2,17,2,0,0
2016-02-18,7474,7474.0,4784.0,6342.0,7474,0,31.0,920.78,143.08,3,18,2,0,0
2016-02-19,7055,7055.0,4872.0,5410.0,7055,0,33.6,914.55,132.83,4,19,2,1,0
2016-02-20,7497,7497.0,4734.0,5748.0,7497,0,34.0,939.47,141.27,5,20,2,1,0
