Date,Max. Demand (Generation end) MW,Max. Demand (Sub-station end) MW,Highest Generation (Generation end) MW,Minimum Generation (Generation end) MW,Day-peak Generation (Generation end) MW,Evening-peak Generation (Generation end) MW,Evening Peak Load-shed (Sub-station end) MW,Water Level of Kaptai Lake at 06:00 AM ft,Rule Curve ft,Maximum Temperature in Dhaka (C),Total Gas Supplied MMCFD,Total Energy (Generation + India Import) MKWh,Dhaka (Demand at Evening Peak),Mymensingh (Demand at Evening Peak),Chattogram (Demand at Evening Peak),Sylhet (Demand at Evening Peak),Khulna (Demand at Evening Peak),Barishal (Demand at Evening Peak),Rajshahi (Demand at Evening Peak),Rangpur (Demand at Evening Peak),Cumilla (Demand at Evening Peak)
31.05.15,7817.00,7273.00,7817.00,5623.00,6529.00,7817.00,0.00,78.99,76.00,35.5,1007.95,157.20,3046,460,707,270,832,160,785,370,643
01.06.15,7782.00,7206.00,7782.00,5838.00,6338.00,7782.00,0.00,78.95,73.26,36,1003.48,157.65,3048,463,736,259,828,141,732,374,625
02.06.15,6869.00,6348.00,6869.00,5167.00,6482.00,6869.00,0.00,78.85,76.52,36,1004.19,148.74,2456,433,682,244,696,146,668,397,626
03.06.15,7549.00,7023.00,7558.00,4975.00,5658.00,7549.00,0.00,78.50,76.78,35.7,1037.43,146.43,2669,497,726,293,800,155,786,434,663
04.06.15,7676.00,7098.00,7752.00,6017.00,6552.00,7676.00,0.00,78.18,77.04,36.2,1049.77,163.47,2869,475,722,297,829,161,765,388,592
05.06.15,7312.00,6805.00,7444.00,5841.00,6195.00,7312.00,0.00,77.90,77.30,36.5,1029.04,165.22,2751,423,666,296,723,141,737,415,653
06.06.15,7372.00,6734.00,7435.00,6060.00,6613.00,7372.00,0.00,77.66,77.56,34.8,1029.04,161.25,2891,431,709,253,672,151,660,361,606
07.06.15,7496.00,6909.00,7496.00,6092.00,6861.00,7496.00,0.00,77.36,77.82,35.6,1015.44,170.66,2923,389,705,276,781,150,773,372,540
08.06.15,7573.00,7123.00,7704.00,6197.00,6656.00,7573.00,0.00,76.90,78.08,36.0,1005.77,164.10,3064,398,738,310,757,141,760,364,591
09.06.15,7653.00,7092.00,7653.00,5957.00,6840.00,7653.00,0.00,76.28,78.34,35.0,1028.93,165.19,2974,402,728,275,808,153,768,356,628
10.06.15,7385.00,6921.00,7385.00,5843.00,6036.00,7385.00,0.00,75.36,78.60,31.2,959.16,155.58,2825,415,717,263,821,154,773,376,577
13.06.15,6966.00,6552.00,6966.00,4476.00,4476.00,6966.00,0.00,74.34,79.41,31.6,921.74,137.70,2597,401,710,266,735,144,721,401,577
14.06.15,6869.00,6247.00,6869.00,4722.00,5504.00,6869.00,0.00,74.59,79.68,32.5,960.05,139.72,2587,364,685,288,685,148,648,311,531
15.06.15,7200.00,6702.00,7208.00,5142.00,6019.00,7200.00,0.00,74.70,79.95,31.6,985.15,147.20,2717,423,695,285,790,151,690,368,583
16.06.15,7300.00,6708.00,7085.00,4988.00,6018.00,7085.00,194.00,74.78,80.22,31.6,959.24,146.31,2685,385,730,266,810,147,720,375,590
17.06.15,7297.00,6797.00,7297.00,5431.00,6051.00,7297.00,0.00,74.87,80.49,32.6,996.82,149.24,2819,412,724,307,737,141,765,377,515
18.06.15,7500.00,6913.00,7348.00,5586.00,6184.00,7279.00,200.00,74.77,80.76,33.6,998.10,151.16,2815,440,765,202,765,142,727,424,633
19.06.15,7650.00,7126.00,7407.00,5627.00,5685.00,7407.00,219.00,74.41,81.03,35.0,989.84,153.51,2787,459,780,312,840,158,750,380,660
20.06.15,7700.00,7051.00,7407.00,5992.00,6265.00,7407.00,264.00,74.15,81.30,34.2,1020.69,157.40,2870,475,678,272,820,166,785,375,610
21.06.15,7600.00,7071.00,7472.00,5964.00,6272.00,7397.00,183.00,74.24,81.57,33,1041.85,158.51,2834,455,735,267,850,160,750,410,610
22.06.15,7365.00,6857.00,7365.00,5420.00,5845.00,7365.00,0.00,74.37,81.84,29.3,1039.36,148.64,2730,468,642,299,840,131,757,371,619
23.06.15,7513.00,7018.00,7513.00,4918.00,5822.00,7513.00,0.00,74.92,82.11,30.7,1084.24,148.85,2850,457,682,293,841,143,704,405,643
24.06.15,7632.00,7096.00,7632.00,4973.00,5828.00,7632.00,0.00,76.10,82.38,30.5,1042.08,144.64,2899,450,691,302,836,143,765,410,600
25.06.15,7343.00,6809.00,7343.00,4717.00,5521.00,7343.00,0.00,78.22,82.85,29.2,993.35,143.84,2747,436,622,311,821,132,728,389,623
26.06.15,7212.00,6680.00,7212.00,4420.00,4858.00,7212.00,0.00,80.92,82.92,29.5,936.07,132.66,2668,466,621,300,801,137,701,401,585
27.06.15,7121.00,6599.00,7121.00,4552.00,4970.00,7121.00,0.00,82.57,83.19,28.3,991.10,132.92,2572,469,652,317,826,136,626,388,613
28.06.15,7475.00,6882.00,7475.00,4504.00,5496.00,7475.00,0.00,83.94,83.46,30,1026.43,136.87,2752,459,700,276,809,149,699,377,661
29.06.15,7719.00,7199.00,7719.00,4857.00,6074.00,7719.00,0.00,84.68,83.73,33.4,1077.48,148.41,2901,455,726,314,829,157,763,396,658
30.06.15,7802.00,7298.00,7802.00,5184.00,6116.00,7802.00,0.00,84.68,83.73,36,1137.97,154.18,2933,501,726,313,833,151,784,438,619
01.07.15,7923.00,7421.00,7923.00,5675.00,6458.00,7923.00,0.00,85.32,84.16,34,1152.32,160.67,2997,493,711,298,858,156,802,456,650
02.07.15,7858.00,7214.00,7858.00,5784.00,6461.00,7858.00,0.00,84.68,84.32,32.5,1113.08,156.84,2869,474,703,312,849,159,763,422,663
03.07.15,7810.00,7232.00,7810.00,5345.00,5616.00,7810.00,0.00,85.72,84.48,34,1126.30,150.41,2836,468,717,312,872,160,775,458,634
04.07.15,7744.00,7196.00,7744.00,5723.00,6537.00,7744.00,0.00,85.77,84.64,35.2,1150.37,161.11,3032,388,743,317,881,169,691,388,587
05.07.15,8032.00,7426.00,8032.00,5645.00,6521.00,8032.00,0.00,85.82,84.80,33.0,1147.86,163.70,2986,448,754,320,820,163,802,443,690
06.07.15,8122.00,7496.00,8122.00,5942.00,6697.00,8122.00,0.00,86.00,84.16,34.0,1148.52,167.42,3071,449,745,324,859,162,808,444,634
08.07.15,7711.00,7195.00,7711.00,5561.00,6525.00,7711.00,0.00,86.72,85.28,32.8,1112.23,156.71,2937,473,744,300,777,151,760,425,628
10.07.15,7352.00,6808.00,7400.00,4749.00,5190.00,7352.00,0.00,88.57,85.60,31,1061.81,138.68,2609,461,724,284,796,159,708,414,653
09.07.15,7348.00,6781.00,7348.00,4668.00,5531.00,7348.00,0.00,87.57,85.44,28.5,1092.85,157.84,2677,469,648,314,837,155,629,408,644
11.07.15,7590.00,7097.00,7632.00,5237.00,6206.00,7590.00,0.00,89.41,85.76,33.6,1106.94,155.20,2836,503,752,292,704,171,789,462,588
12.07.15,7972.00,7552.00,7972.00,5995.00,6624.00,7972.00,0.00,89.90,85.76,33.4,1106.37,165.41,2986,474,735,318,977,171,809,456,626
13.07.15,7971.00,7336.00,8027.00,6296.00,6956.00,7971.00,0.00,90.00,86.08,35.0,1138.20,162.49,3055,397,724,324,865,171,778,390,632
14.07.15,7925.00,7200.00,7925.00,6457.00,6986.00,7925.00,0.00,90.02,86.28,35.5,1109.38,169.89,2938,396,715,322,807,153,743,450,676
15.07.15,7304.00,6821.00,7461.00,5308.00,5553.00,7304.00,0.00,90.01,86.40,29.6,1098.37,149.95,2495,464,744,299,805,164,752,437,661
16.07.15,7189.00,6682.00,7189.00,5099.00,5324.00,7189.00,0.00,89.98,86.56,30.6,1072.68,143.43,2373,502,639,307,850,162,775,441,633
17.07.15,6762.00,6196.00,6762.00,4159.00,4494.00,6762.00,0.00,90.20,86.72,30.0,997.44,128.11,1979,447,657,292,801,166,738,448,668
18.07.15,6274.00,5743.00,6274.00,4214.00,4453.00,6274.00,0.00,90.94,86.88,28.3,954.52,121.54,1742,469,579,273,798,164,697,415,606
19.07.15,5997.00,5488.00,5997.00,3544.00,3804.00,5997.00,0.00,92.24,87.04,27.2,907.00,107.62,1667,429,557,263,747,163,659,408,595
20.07.15,6293.00,5488.00,6293.00,3725.00,4060.00,6293.00,0.00,93.29,87.20,28.5,926.40,113.30,1667,429,557,263,747,163,659,408,595
21.07.15,6547.00,5952.00,6547.00,3769.00,4594.00,6547.00,0.00,94.11,87.36,30.7,974.95,118.96,1839,440,639,309,815,150,705,414,641
22.07.15,6525.00,6032.00,6525.00,4303.00,4720.00,6525.00,0.00,94.67,87.52,31,993.41,124.45,1926,457,641,285,825,161,701,415,621
23.07.15,6782.00,6289.00,6782.00,4378.00,5220.00,6782.00,0.00,95.01,87.18,32.7,991.89,130.13,2141,452,682,294,807,167,703,433,610
24.07.15,6508.00,5973.00,6508.00,4342.00,4676.00,6512.00,0.00,95.38,87.84,30,934.08,124.45,2029,460,599,281,734,170,680,434,586
25.07.15,7031.00,6502.00,7031.00,4118.00,5164.00,7030.00,0.00,95.38,87.84,30.1,995.74,128.47,2288,468,597,308,876,170,752,446,597
26.07.15,6238.00,5812.00,6238.00,4318.00,5098.00,6225.00,0.00,98.07,88.16,31.6,969.80,124.24,2181,481,480,325,639,124,737,458,387
27.07.15,6737.00,6216.00,6737.00,4155.00,5076.00,6737.00,0.00,99.95,88.32,27.9,1020.93,124.86,2322,464,566,316,738,115,766,451,478
28.07.15,6966.00,6459.00,6966.00,4448.00,5619.00,6966.00,0.00,101.35,88.49,33.2,1079.84,135.79,2401,454,596,325,727,132,765,455,604
30.07.15,7028.00,6503.00,7028.00,5102.00,5545.00,7028.00,0.00,102.66,88.83,33.7,1042.35,141.72,2694,439,374,275,813,141,781,432,554
31.07.15,5978.00,5435.00,6056.00,3649.00,4079.00,5978.00,0.00,103.63,89.00,26.5,896.46,112.95,2082,275,467,273,731,145,542,336,584
01.08.15,6066.00,5581.00,6066.00,3888.00,4512.00,6066.00,0.00,104.91,89.32,29.5,959.09,114.09,2233,258,594,291,724,146,444,370,521
02.08.15,7414.00,6804.00,7414.00,4296.00,5485.00,7414.00,0.00,105.93,89.64,30.3,1083.90,130.50,2601,362,676,321,850,170,726,448,650
03.08.15,7429.00,6811.00,7429.00,5095.00,6250.00,7429.00,0.00,106.30,89.96,32.4,1130.75,142.66,2745,425,662,317,848,177,569,424,644
05.08.15,7845.00,7241.00,7845.00,5650.00,6467.00,7845.00,0.00,106.46,90.60,34.4,1139.45,159.11,2868,424,716,306,865,169,800,459,634
08.08.15,7943.00,7342.00,7943.00,5673.00,5992.00,7943.00,0.00,106.25,91.24,34.2,1121.72,158.84,2890,403,726,332,873,155,814,461,688
06.08.15,8029.00,7436.00,8029.00,5841.00,6666.00,8029.00,0.00,106.42,90.92,34.1,1118.43,160.96,2898,458,714,328,876,183,810,465,704
07.08.15,7569.00,6924.00,7569.00,5536.00,5750.00,7569.00,0.00,106.36,91.24,33.4,1095.97,152.47,2633,436,687,325,773,151,780,462,677
09.08.15,8089.00,7512.00,8089.00,5884.00,6277.00,8089.00,0.00,106.25,91.88,34.5,1089.02,163.61,2992,451,714,320,893,185,820,470,667
10.08.15,8017.00,7477.00,8017.00,6063.00,6728.00,8017.00,0.00,106.55,92.20,34.4,1053.28,164.51,3018,449,742,292,874,179,816,448,659
11.08.15,8126.00,7495.00,8126.00,6038.00,6781.00,8126.00,0.00,107.04,92.52,34.7,1084.73,166.58,2981,500,680,316,884,184,826,457,667
12.08.15,8015.00,7433.00,8015.00,6053.00,6661.00,8015.00,0.00,107.25,92.52,33.2,1067.08,164.97,2989,467,702,286,843,181,823,463,679
13.08.15,8177.00,7640.00,8177.00,6261.00,6600.00,8177.00,0.00,107.09,93.16,33.3,1046.58,174.54,2961,677,757,304,923,180,719,448,671
14.08.15,7773.00,7141.00,7773.00,5568.00,5908.00,7773.00,0.00,106.96,93.48,31.2,1023.80,152.53,2652,469,732,301,891,175,792,457,672
15.08.15,7796.00,7203.00,7796.00,5438.00,6068.00,7796.00,0.00,106.85,93.80,33.0,1099.96,153.14,2717,471,705,317,886,167,795,455,690
16.08.15,8031.00,7382.00,8031.00,5552.00,6423.00,8031.00,0.00,106.68,94.12,32.5,1092.43,158.34,2894,484,724,320,877,171,814,429,669
17.08.15,7877.00,7295.00,7877.00,5534.00,6262.00,7877.00,0.00,106.56,94.44,32.7,1099.55,153.64,2892,434,702,297,919,163,806,440,642
18.08.15,7698.00,7112.00,7698.00,5535.00,5968.00,7698.00,0.00,106.49,94.76,32,1070.67,160.52,2767,490,644,288,910,177,806,430,600
19.08.15,7840.00,7114.00,7840.00,5431.00,6237.00,7840.00,0.00,106.73,95.08,32.5,1084.99,153.12,2742,459,703,254,879,178,769,440,690
21.08.15,7215.00,6658.00,7215.00,4458.00,5072.00,7215.00,0.00,108.28,95.72,29.6,948.48,130.30,2584,472,655,270,847,166,734,288,642
22.08.15,7973.00,7338.00,7973.00,5077.00,5902.00,7973.00,0.00,108.16,96.04,33.3,1058.09,149.01,2876,449,740,310,928,170,798,394,673
20.08.15,7436.00,6937.00,7436.00,5257.00,6220.00,7436.00,0.00,107.80,95.40,32.5,1015.20,153.53,2798,432,709,278,734,164,776,392,654
23.08.15,8118.00,7488.00,8118.00,5583.00,6369.00,8118.00,0.00,107.87,96.06,31.6,1096.07,156.83,2949,434,754,316,934,176,819,421,685
24.08.15,7926.00,7281.00,7926.00,5585.00,6622.00,7926.00,0.00,107.65,96.69,33.0,1044.99,160.50,2968,493,741,321,780,70,841,429,638
25.08.15,8008.00,7439.00,8008.00,5784.00,6573.00,8008.00,0.00,107.51,97.02,33.2,1106.56,163.66,2922,479,766,310,952,176,778,405,651
26.08.15,7941.00,7304.00,7941.00,5933.00,6569.00,7941.00,0.00,107.65,97.35,33.1,1061.55,164.11,2863,467,726,316,926,154,786,422,644
27.08.15,7879.00,7338.00,7879.00,5795.00,6462.00,7879.00,0.00,107.61,97.68,33.0,1002.52,164.10,2870,467,712,317,899,163,825,435,650
28.08.15,7551.00,6982.00,7551.00,5301.00,5475.00,7551.00,0.00,107.53,98.01,32.5,1010.17,149.48,2650,503,698,280,876,159,739,430,647
29.08.15,7909.00,7291.00,7909.00,5329.00,6055.00,7909.00,0.00,107.38,98.34,32.1,1059.10,153.92,2824,485,712,309,903,166,814,441,637
30.08.15,7916.00,7373.00,7916.00,5624.00,6496.00,7916.00,0.00,107.29,98.67,31.8,1060.96,158.55,2933,476,659,312,925,180,810,425,653
31.08.15,7574.00,7027.00,7574.00,5316.00,5981.00,7574.00,0.00,107.21,99.00,29.8,1000.61,149.64,2775,456,678,252,871,171,775,406,643
02.09.15,7743.00,7152.00,7743.00,5039.00,6034.00,7743.00,0.00,107.98,99.46,28.5,1087.82,147.82,2772,447,669,305,933,154,816,436,620
03.09.15,7860.00,7326.00,7860.00,5194.00,6161.00,7860.00,0.00,107.84,99.69,30.8,1075.65,152.26,2886,476,715,299,892,166,778,446,668
04.09.15,7350.00,6831.00,7350.00,4847.00,5254.00,7350.00,0.00,107.58,99.92,31.0,1017.74,139.75,2561,478,665,286,854,169,754,424,640
05.09.15,7724.00,7094.00,7724.00,5188.00,6202.00,7724.00,0.00,107.54,100.15,33.4,1076.41,150.14,2746,461,706,267,924,183,776,396,635
06.09.15,7748.00,7193.00,7761.00,5515.00,6556.00,7748.00,0.00,107.46,100.38,33.7,1090.52,154.24,2858,459,679,304,881,169,788,421,634
07.09.15,7879.00,7301.00,7879.00,5820.00,6669.00,7879.00,0.00,107.38,100.68,34.1,1084.31,160.61,2898,482,664,306,971,169,844,433,534
08.09.15,7787.00,7258.00,7787.00,5843.00,6747.00,7787.00,0.00,107.39,100.84,34.1,1069.11,161.59,2932,477,676,300,864,168,800,427,614
09.09.15,7742.00,7171.00,7862.00,5977.00,6878.00,7742.00,0.00,107.39,100.84,34.6,1072.74,168.14,2831,462,719,308,874,159,805,400,613
10.09.15,7910.00,7255.00,7910.00,6222.00,6228.00,7910.00,0.00,107.92,101.30,35.4,1084.36,166.04,2941,445,702,321,886,157,782,453,568
11.09.15,7646.00,7114.00,7646.00,5664.00,5976.00,7646.00,0.00,108.02,101.53,33.7,1041.97,156.09,2752,486,652,314,881,166,783,418,662
12.09.15,7659.00,7001.00,7659.00,5798.00,6411.00,7659.00,0.00,108.14,101.76,34.9,1050.04,158.41,3019,406,667,322,808,155,700,357,567
14.09.15,7894.00,7322.00,7894.00,5983.00,6755.00,7894.00,0.00,108.52,102.22,33.6,1052.98,164.66,3005,448,734,316,874,169,797,379,600
15.09.15,7529.00,6948.00,7686.00,5998.00,6572.00,7529.00,0.00,108.55,102.41,33.2,1028.36,162.56,2836,404,705,252,773,147,778,384,669
16.09.15,7861.00,7210.00,7861.00,6060.00,6964.00,7861.00,0.00,108.45,102.68,33.8,1032.32,165.87,2879,444,725,283,845,160,790,394,690
17.09.15,7850.00,7174.00,7883.00,6393.00,6868.00,7681.00,152.00,108.45,102.68,34.5,1036.20,167.12,3032,430,730,323,758,156,770,370,605
18.09.15,7850.00,7146.00,7803.00,6234.00,6324.00,7256.00,535.00,108.32,103.14,36.5,1009.50,164.69,2710,462,760,335,855,148,840,406,630
19.09.15,7850.00,7215.00,7704.00,5795.00,6373.00,7704.00,131.00,108.18,103.37,28.9,1002.65,159.34,2871,450,746,298,805,110,880,445,610
20.09.15,7494.00,6903.00,7494.00,4998.00,5743.00,7494.00,0.00,108.03,103.60,27.3,973.59,146.79,2688,433,746,326,794,120,755,418,623
21.09.15,7700.00,7094.00,7700.00,4697.00,5893.00,7700.00,0.00,107.88,103.84,30.7,1010.38,146.43,2799,464,718,277,878,169,784,373,632
22.09.15,7553.00,6913.00,7553.00,5029.00,6022.00,7553.00,0.00,107.80,104.08,29.8,1013.33,149.71,2620,444,718,302,880,173,729,404,643
23.09.15,6621.00,6101.00,6621.00,4764.00,5559.00,6621.00,0.00,107.77,104.32,29.5,982.50,148.60,2137,464,650,292,616,168,724,421,629
24.09.15,6654.00,6119.00,6654.00,4073.00,4641.00,6654.00,0.00,108.66,104.56,31.2,932.11,126.09,2034,470,613,299,783,159,728,418,615
25.09.15,6821.00,6321.00,6821.00,4010.00,4347.00,6821.00,0.00,108.84,104.80,34.5,873.60,129.95,2048,516,621,287,846,178,749,414,662
26.09.15,6750.00,6245.00,6750.00,4367.00,4795.00,6750.00,0.00,108.75,104.04,34.7,795.35,126.61,2002,467,633,287,851,170,726,419,690
27.09.15,6827.00,6344.00,6827.00,4391.00,5109.00,6827.00,0.00,108.65,105.28,33.5,877.66,130.63,2026,512,657,300,867,162,724,423,673
28.09.15,7017.00,6529.00,7017.00,4532.00,5384.00,7017.00,0.00,108.57,105.02,33.8,908.00,135.15,2125,497,653,304,883,180,770,439,678
29.09.15,7274.00,6739.00,7274.00,4826.00,5675.00,7274.00,0.00,108.49,105.74,34.6,939.50,144.23,2294,523,655,303,915,168,774,456,651
30.09.15,7675.00,7090.00,7675.00,5223.00,6199.00,7675.00,0.00,108.29,106.00,35.4,962.09,152.88,2527,500,721,312,943,170,796,453,668
01.10.15,7740.00,7098.00,7740.00,5312.00,6305.00,7740.00,0.00,108.11,106.09,35.5,983.87,156.32,2568,473,692,324,942,184,834,394,687
02.10.15,7393.00,6867.00,7393.00,5371.00,5900.00,7393.00,0.00,108.00,106.18,35,1031.51,149.12,2523,503,683,309,836,162,793,361,697
03.10.15,7817.00,7226.00,7817.00,5354.00,6248.00,7817.00,0.00,107.93,106.27,32.5,1009.24,156.89,2738,478,676,323,839,176,828,454,714
04.10.15,7883.00,7348.00,7883.00,5491.00,6581.00,7883.00,0.00,107.87,106.36,34.3,1006.54,160.61,2800,474,639,324,939,174,832,453,713
05.10.15,8031.00,7182.00,8031.00,5712.00,6580.00,7614.00,0.00,107.73,106.45,35.2,1014.17,162.33,2584,501,696,328,958,179,822,441,673
06.10.15,8162.00,7182.00,8162.00,5621.00,6535.00,8162.00,0.00,107.62,106.54,33.8,1035.20,163.23,2584,501,696,328,958,179,822,441,673
07.10.15,8048.00,7453.00,8048.00,5614.00,6643.00,8048.00,0.00,107.52,106.63,33.5,1029.34,168.98,2903,497,737,291,947,155,833,467,623
10.10.15,7901.00,7343.00,7901.00,4945.00,6036.00,7901.00,0.00,108.98,106.90,33.1,954.93,151.97,2808,483,696,296,944,170,853,459,634
08.10.15,7742.00,7118.00,7742.00,5466.00,6348.00,7742.00,0.00,107.78,106.63,28.4,991.40,154.90,2771,471,647,306,921,143,818,444,597
09.10.15,7635.00,7079.00,7635.00,4751.00,5605.00,7635.00,0.00,107.78,106.81,32.4,942.26,142.88,2580,497,664,293,916,173,837,456,663
11.10.15,8002.00,7424.00,8002.00,5220.00,6429.00,8002.00,0.00,108.75,107.00,32,1024.30,153.47,2864,474,715,302,958,184,842,439,646
12.10.15,7680.00,7011.00,7680.00,5206.00,6407.00,7680.00,0.00,108.76,107.10,30.2,1031.18,152.40,2704,485,688,314,874,142,790,431,583
13.10.15,7390.00,6856.00,7390.00,5033.00,6110.00,7390.00,0.00,108.62,107.20,30.7,1008.98,145.87,2668,381,696,300,845,150,802,420,594
14.10.15,7565.00,6978.00,7565.00,4833.00,6023.00,7565.00,0.00,108.55,107.30,30.6,977.62,142.68,2729,447,707,294,864,153,752,419,613
15.10.15,7610.00,7083.00,7610.00,4862.00,6272.00,7610.00,0.00,108.45,107.40,31.0,952.85,143.82,2812,446,716,290,893,145,727,420,634
16.10.15,7293.00,6744.00,7293.00,4634.00,5384.00,7293.00,0.00,108.29,107.50,32.6,979.71,136.63,2579,473,671,302,828,156,685,379,671
17.10.15,7834.00,7260.00,7834.00,4782.00,5908.00,7834.00,0.00,108.19,107.60,32.4,1038.38,145.55,2819,491,708,310,922,161,769,392,688
18.10.15,7994.00,7440.00,7994.00,5188.00,6493.00,7994.00,0.00,108.08,107.70,33.0,1013.72,156.05,2962,497,714,316,908,163,815,421,644
19.10.15,7728.00,7114.00,7728.00,5185.00,6561.00,7728.00,0.00,107.85,107.80,33.0,987.12,154.67,2882,454,740,298,836,148,783,357,616
20.10.15,7802.00,7246.00,7802.00,5265.00,6608.00,7802.00,0.00,107.69,107.90,32.8,997.14,155.56,2936,433,748,302,829,163,781,404,650
21.10.15,7849.00,7197.00,7849.00,5212.00,6757.00,7849.00,0.00,107.48,108.00,32.6,1023.85,156.70,2886,460,708,307,866,158,807,366,639
22.10.15,7892.00,7272.00,7892.00,5263.00,6370.00,7892.00,0.00,107.27,108.10,32.5,1005.11,162.33,2866,474,716,312,905,161,774,403,661
23.10.15,7254.00,6659.00,7254.00,4822.00,5224.00,7254.00,0.00,107.01,108.20,32.7,974.65,138.35,2486,461,687,277,802,160,737,382,667
24.10.15,7348.00,6779.00,7348.00,4558.00,5617.00,7348.00,0.00,106.80,108.30,32.8,1060.78,137.55,2609,451,737,280,821,141,698,364,678
25.10.15,7661.00,7048.00,7661.00,4691.00,6298.00,7661.00,0.00,106.67,108.40,32.4,1031.57,143.31,2804,459,821,264,803,147,715,396,639
26.10.15,7591.00,6992.00,7591.00,4812.00,6006.00,7591.00,0.00,106.36,108.50,32.3,1024.90,142.86,2853,416,820,307,765,137,727,357,610
27.10.15,7603.00,6997.00,7603.00,4763.00,6106.00,7603.00,0.00,106.09,108.60,32,1029.98,146.33,2846,442,756,297,815,152,744,385,560
28.10.15,7610.00,7014.00,7610.00,4811.00,6122.00,7610.00,0.00,105.86,108.70,31.4,1015.34,141.62,2765,447,794,298,806,150,739,389,626
29.10.15,7485.00,6883.00,7485.00,4872.00,6056.00,7485.00,0.00,105.57,108.80,32.0,1013.50,141.72,2825,392,804,307,786,151,680,352,586
30.10.15,6921.00,6332.00,6921.00,4518.00,4960.00,6921.00,0.00,105.35,108.90,31.1,1022.59,127.20,2444,460,626,287,753,139,678,374,571
31.10.15,7264.00,6669.00,7264.00,4484.00,5297.00,7264.00,0.00,105.14,109.00,30.4,992.57,129.73,2677,421,698,294,817,136,671,394,561
01.11.15,7142.00,6710.00,7142.00,4541.00,5764.00,7142.00,0.00,104.92,108.90,29.3,1000.72,134.25,2620,436,753,278,801,145,696,385,596
02.11.15,7462.00,6934.00,7462.00,4340.00,5657.00,7462.00,0.00,104.76,108.80,30.0,1010.20,131.10,2712,432,794,291,817,147,715,394,632
03.11.15,7379.00,6809.00,7379.00,4463.00,5835.00,7379.00,0.00,104.55,108.70,31.4,1019.97,135.16,2674,453,778,283,818,148,696,350,609
04.11.15,7212.00,6695.00,7212.00,4715.00,6084.00,7212.00,0.00,104.37,108.60,32.9,995.15,139.20,2700,451,787,276,807,143,672,324,535
05.11.15,7228.00,6524.00,7228.00,4702.00,6009.00,7228.00,0.00,104.22,108.50,31.2,1009.23,139.58,2558,421,727,271,782,142,683,361,579
06.11.15,6755.00,6223.00,6755.00,4314.00,4663.00,6755.00,0.00,104.02,108.40,32,963.86,122.58,2381,425,643,264,729,143,651,366,621
07.11.15,7305.00,6766.00,7305.00,4280.00,5254.00,7305.00,0.00,103.83,108.30,31.5,1027.63,127.37,2734,438,722,265,758,145,695,383,626
08.11.15,7101.00,6563.00,7101.00,4365.00,5692.00,7101.00,0.00,103.69,108.20,31.2,1002.55,130.14,2719,403,727,262,743,129,665,346,569
11.11.15,7302.00,6805.00,7302.00,4272.00,5473.00,7302.00,0.00,103.41,107.90,30.6,987.11,128.40,2735,430,734,254,799,145,692,392,624
12.11.15,7246.00,6717.00,7246.00,4265.00,5558.00,7246.00,0.00,103.25,107.80,31.0,1001.82,130.92,2667,431,798,269,775,143,670,374,590
13.11.15,6470.00,5902.00,6470.00,4012.00,4327.00,6470.00,0.00,103.15,107.70,30.5,923.04,113.46,2198,413,645,267,698,136,617,360,568
14.11.15,6968.00,6467.00,6968.00,3903.00,5065.00,6968.00,0.00,103.07,107.60,30.6,959.57,121.64,2595,391,702,259,760,147,641,403,569
15.11.15,7349.00,6732.00,7349.00,4308.00,5513.00,7349.00,0.00,103.00,107.50,29.3,968.54,127.83,2637,430,758,261,817,143,683,389,614
16.11.15,7263.00,6771.00,7263.00,4234.00,5458.00,7263.00,0.00,102.88,107.40,30.5,1007.36,128.33,2693,419,817,260,793,138,693,386,572
17.11.15,7096.00,6582.00,7096.00,4231.00,5242.00,7096.00,0.00,102.77,107.30,28.5,997.49,127.27,2521,418,776,257,763,152,689,392,614
18.11.15,7072.00,6511.00,7072.00,4070.00,5293.00,7072.00,0.00,102.77,107.30,28.5,957.14,125.36,2570,406,779,253,773,133,657,385,555
19.11.15,7029.00,6510.00,7029.00,4055.00,5138.00,7029.00,0.00,102.70,107.10,29.5,949.60,123.69,2586,422,750,244,763,137,656,376,576
20.11.15,6312.00,5758.00,6312.00,3921.00,4210.00,6312.00,0.00,102.53,107.00,31.6,884.32,109.25,2122,387,640,243,705,128,616,364,553
21.11.15,7042.00,6532.00,7042.00,3761.00,4960.00,7042.00,0.00,102.45,106.90,31.8,965.03,119.44,2561,420,804,268,760,138,655,389,537
22.11.15,7010.00,6438.00,7010.00,4056.00,5276.00,7010.00,0.00,102.35,106.50,31.4,975.49,122.86,2555,390,725,251,760,140,652,386,579
23.11.15,7030.00,6450.00,7030.00,4001.00,5279.00,7030.00,0.00,102.26,106.70,30.2,950.48,125.01,2537,396,750,258,774,130,662,386,557
24.11.15,6934.00,6457.00,6934.00,4013.00,5275.00,6934.00,0.00,102.18,106.60,30.0,925.81,122.90,2505,391,821,253,762,136,668,378,543
25.11.15,6915.00,6373.00,6915.00,3895.00,5158.00,6915.00,0.00,102.06,106.50,29,923.13,122.49,2522,405,822,241,731,123,608,355,566
26.11.15,6871.00,6391.00,6871.00,4000.00,5133.00,6871.00,0.00,101.96,106.40,28.5,932.41,121.36,2498,406,747,249,749,141,664,383,554
