Date,Max. Demand (Generation end) MW,Highest Generation (Generation end) MW,Minimum Generation (Generation end) MW,Day-peak Generation (Generation end) MW,Evening-peak Generation (Generation end) MW,Evening Peak Load-shed (Sub-station end) MW,Water Level of Kaptai Lake at 06:00 AM ft,Maximum Temperature in Dhaka (C),Total Gas Supplied MMCFD,Total Energy (Generation + India Import) MKWh
21.11.18,8087.0,8087.0,5196.0,6090.2,8087.0,0.0,100.85,28.6,1097.35,150.79
22.11.18,8433.0,8433.0,4936.0,6838.9,8433.0,0.0,100.75,29.0,1063.5,157.54
23.11.18,7550.0,7550.0,5106.61,5507.4,7550.0,0.0,100.71,29.1,995.67,141.48
24.11.18,8358.0,8358.0,4789.0,6228.4,8358.0,0.0,100.65,29.1,1162.03,150.94
25.11.18,8361.0,8361.0,5119.0,6710.0,8361.0,0.0,100.6,29.4,1143.62,158.83
26.11.18,8460.0,8460.0,5236.0,6712.8,8460.0,0.0,100.55,30.0,1129.17,158.77
27.11.18,8502.0,8502.0,5135.0,6719.68,8502.0,0.0,100.5,31.5,1110.43,158.43
28.11.18,8516.0,8516.0,5262.0,6971.3,8516.0,0.0,100.43,31.5,1033.23,161.65
29.11.18,8464.0,8464.0,5181.0,6762.0,8464.0,0.0,100.37,27.3,1038.05,158.75
30.11.18,7556.0,7556.0,5076.0,5371.0,7556.0,0.0,100.32,28.5,1014.26,141.47
01.12.18,8347.0,8217.0,4685.0,6086.2,8347.0,0.0,100.32,28.4,1111.69,147.9
02.12.18,8369.0,8369.0,5062.0,6342.0,8369.0,0.0,100.2,27.8,1117.11,153.85
03.12.18,8418.0,8418.0,4961.0,6448.4,8418.0,0.0,100.16,28.5,1055.66,154.7
04.12.18,8534.0,8534.0,4933.0,6410.6,8534.0,0.0,100.12,28.3,1029.5,152.73
06.12.18,8458.0,8458.0,5000.0,6622.4,8458.0,0.0,100.05,28.2,1031.46,154.45
06.12.18,8452.0,8452.0,4940.0,6510.3,8452.0,0.0,100.02,27.5,1021.85,154.13
07.12.18,7505.0,7505.0,4798.0,5266.2,7505.0,0.0,99.98,27.0,940.24,135.81
08.12.18,8350.0,8350.0,4476.0,5798.9,8350.0,0.0,99.89,27.4,990.22,143.99
09.12.18,8421.0,8421.0,4846.0,6498.3,8421.0,0.0,99.84,27.6,1036.57,150.7
10.12.18,8380.0,8380.0,4886.0,6337.3,8380.0,0.0,99.78,27.5,1047.69,153.56
11.12.18,8482.0,8482.0,4805.0,6479.2,8482.0,0.0,99.71,27.7,970.19,154.32
12.12.18,8349.0,8349.0,4869.0,6519.0,8349.0,0.0,99.63,28.6,967.16,153.03
13.12.18,8326.0,8326.0,4980.0,6723.8,8326.0,0.0,99.59,28.9,972.95,156.08
14.12.18,7596.0,7596.0,4967.0,5599.7,7596.0,0.0,99.53,28.2,928.45,138.82
15.12.18,8095.0,8095.0,4666.0,6018.35,8095.0,0.0,99.4,27.0,1036.88,149.11
16.12.18,7194.0,7194.0,4876.0,5456.3,7194.0,0.0,99.4,26.5,996.04,137.33
17.12.18,7990.0,7990.0,4491.0,6483.8,7990.0,0.0,99.2,23.0,1004.2,145.33
18.12.18,7865.0,7865.0,4022.0,6300.7,7865.0,0.0,99.08,19.5,1023.2,141.54
19.12.18,8150.0,8150.0,4750.0,6564.8,8150.0,0.0,99.01,20.0,1064.14,151.77
20.12.18,8096.0,8096.0,4793.0,6465.2,8096.0,0.0,99.02,23.1,1050.38,151.74
21.12.18,7375.0,7375.0,4814.0,5683.1,7375.0,0.0,98.99,25.0,1016.91,137.36
22.12.18,8296.0,8296.0,4498.0,6109.1,8296.0,0.0,98.92,25.5,1078.08,148.38
23.12.18,8280.0,8280.0,4810.0,6421.35,8280.0,0.0,98.87,24.9,1078.22,154.06
24.12.18,8336.0,8336.0,4857.0,6468.3,8336.0,0.0,98.84,24.4,1053.55,152.98
25.12.18,8188.0,8188.0,4881.0,6407.1,8188.0,0.0,98.81,26.4,1049.49,151.49
26.12.18,8476.0,8476.0,4780.0,6533.0,8476.0,0.0,98.78,24.9,1058.17,154.19
27.12.18,8178.0,8178.0,4777.0,6676.01,8178.0,0.0,98.72,24.2,1042.2,153.02
28.12.18,7378.0,7378.0,4760.0,5825.9,7378.0,0.0,98.67,23.9,984.14,139.53
29.12.18,7257.0,7257.0,4434.0,5661.6,7257.0,0.0,98.62,24.7,893.09,133.07
30.12.18,6317.0,6317.0,3690.0,3893.8,6317.0,0.0,98.58,25.8,698.98,105.33
31.12.18,7542.0,7542.0,3366.0,5748.4,7542.0,0.0,98.53,28.0,924.85,127.62
01.01.19,7991.0,7991.0,4350.0,6299.6,7991.0,0.0,98.47,27.7,1018.24,143.04
02.01.19,8339.0,8339.0,4674.0,6366.6,8339.0,0.0,98.39,27.2,1044.26,146.72
03.01.20,8222.0,8222.0,4754.0,6418.6,8222.0,0.0,98.32,27.6,1044.57,151.55
04.01.20,7436.0,7436.0,4711.0,5286.7,7436.0,0.0,98.25,24.8,961.47,134.55
05.01.19,8241.0,8241.0,4473.0,5987.3,8241.0,0.0,98.21,26.4,1053.63,146.17
06.01.19,8347.0,8347.0,4796.0,6444.5,8347.0,0.0,98.14,27.5,1032.48,153.66
07.01.19,8157.0,8157.0,4973.0,6387.9,8157.0,0.0,98.09,28.6,1021.02,152.93
08.01.19,8384.0,8386.0,4982.0,6340.9,8384.0,0.0,98.01,26.8,1026.98,152.4
09.01.19,8397.0,8397.0,4971.0,6426.9,8397.0,0.0,97.93,26.1,1012.1,159.58
10.01.19,8348.0,8348.0,4900.0,6491.0,8348.0,0.0,97.86,25.6,956.02,154.09
11.01.19,7479.0,7479.0,4762.0,5388.37,7479.0,0.0,97.8,26.2,892.64,141.6
12.01.19,8417.0,8417.0,4641.0,5576.3,8417.0,0.0,97.73,26.0,948.01,146.92
13.01.19,8621.0,8621.0,5120.0,6519.0,8621.0,0.0,97.67,27.0,995.86,159.19
14.01.19,8563.0,8563.0,5078.0,6689.8,8563.0,0.0,97.59,26.7,1006.51,161.79
15.01.19,8540.0,8540.0,5133.0,6577.8,8540.0,0.0,97.59,25.6,970.03,158.58
16.01.19,8544.0,8544.0,5156.0,6760.8,8544.0,0.0,97.44,26.8,940.61,158.82
17.01.19,8515.0,8515.0,5255.0,6813.9,8515.0,0.0,97.39,27.4,936.82,158.0
18.01.19,8515.0,8515.0,5255.0,6813.9,8515.0,0.0,97.39,27.4,936.82,158.0
19.01.19,8564.0,8564.0,4776.0,6160.4,8564.0,0.0,97.22,25.8,1009.95,152.64
20.01.19,8651.0,8651.0,5131.0,6833.5,8651.0,0.0,97.17,26.6,996.7,162.23
21.01.19,8748.0,8748.0,5363.0,6883.53,8748.0,0.0,97.09,28.4,966.14,163.79
22.01.19,8599.0,8599.0,5282.0,6942.4,8599.0,0.0,96.99,29.1,982.08,164.19
23.01.19,8846.0,8846.0,5382.0,6991.0,8846.0,0.0,96.88,30.0,994.06,167.31
24.01.19,8774.0,8774.0,5451.0,7173.3,8774.0,0.0,96.8,28.5,1035.65,164.85
25.01.19,7864.0,7864.0,5398.0,5846.9,7864.0,0.0,96.73,30.2,998.34,149.73
26.01.19,8769.0,8769.0,5198.0,6167.1,8769.0,0.0,96.67,31.3,1098.76,160.52
27.01.19,8814.0,8814.0,5642.0,7189.5,8814.0,0.0,96.59,30.0,1114.46,171.18
28.01.19,8891.0,8891.0,5614.0,7144.0,8891.0,0.0,96.5,26.6,1100.05,173.13
29.01.19,8748.0,8748.0,5561.0,7056.9,8748.0,0.0,96.4,24.7,1077.05,168.85
30.12.18,6317.0,6317.0,3690.0,3893.8,6317.0,0.0,98.58,25.8,698.98,105.33
31.01.19,8793.0,8793.0,5409.0,7069.0,8793.0,0.0,96.16,23.9,992.63,168.27
01.02.19,8038.0,8038.0,5370.0,6056.3,8038.0,0.0,95.96,29.6,971.11,153.16
02.02.19,8744.0,8744.0,5034.0,7387.2,8744.0,0.0,95.64,28.4,1050.36,164.27
03.02.19,8763.0,8763.0,5358.0,7483.0,8763.0,0.0,95.52,28.4,1027.42,168.74
04.02.19,8919.0,8919.0,5345.0,7275.5,8919.0,0.0,95.4,28.0,994.68,168.57
05.02.19,8867.0,8867.0,5452.0,7453.0,8867.0,0.0,95.17,27.9,990.84,170.54
06.02.19,9063.0,9063.0,5318.0,7028.1,9063.0,0.0,95.06,28.2,1017.93,160.05
07.02.19,8880.0,8880.0,5403.0,7482.9,8880.0,0.0,94.94,29.5,973.87,170.66
08.02.19,7853.0,7853.0,5547.0,5952.9,7853.0,0.0,94.79,30.0,940.28,149.41
09.02.19,8806.0,8806.0,4360.0,6996.2,8806.0,0.0,94.66,26.8,1035.7,156.24
10.02.19,8733.0,8733.0,5389.0,7006.34,8733.0,0.0,94.5,26.7,1080.75,164.83
11.02.19,8863.0,8863.0,5390.0,7348.7,8863.0,0.0,94.38,27.4,1071.05,168.63
12.02.19,8884.0,8884.0,5417.0,7403.3,8884.0,0.0,94.26,28.5,1054.16,169.86
13.02.19,9030.0,9030.0,5494.0,7467.3,9030.0,0.0,94.08,29.8,1090.49,174.24
14.02.19,9061.0,9061.0,5570.0,7605.9,9061.0,0.0,93.79,30.0,1123.36,173.66
15.02.19,8243.0,8243.0,5627.0,6250.0,8243.0,0.0,93.63,30.5,1076.0,157.57
16.02.19,8838.0,8838.0,5306.0,7006.8,8838.0,0.0,93.51,26.0,1098.69,165.23
17.02.19,8824.0,8824.0,5352.0,6667.2,8824.0,0.0,93.3,25.7,1057.21,161.55
18.02.19,8891.0,8891.0,5301.0,7344.4,8891.0,0.0,93.17,27.6,1117.8,168.02
19.02.19,9066.0,9066.0,5431.0,7377.0,9066.0,0.0,93.02,29.6,1137.47,171.08
20.02.19,9159.0,9159.0,5606.0,7539.1,9159.0,0.0,92.9,30.5,1155.59,174.86
21.02.19,8096.0,8096.0,5457.0,6527.0,8096.0,0.0,92.74,31.0,1064.7,158.26
22.02.19,8345.0,8345.0,5167.0,6022.3,8345.0,0.0,92.54,31.1,1083.23,153.02
23.02.19,9397.0,9397.0,5591.0,7765.8,9397.0,0.0,92.4,32.0,1179.03,178.12
24.02.19,9403.0,9403.0,6089.0,7680.0,9403.0,0.0,92.21,30.6,1156.25,179.56
25.02.19,8684.0,8684.0,5380.8,6734.0,8684.0,0.0,92.02,24.8,1058.48,162.91
26.02.19,8480.0,8480.0,3497.0,6723.0,8480.0,0.0,91.98,25.2,1089.55,150.29
27.02.19,6346.0,6518.2,5289.0,6518.2,6346.0,0.0,91.98,26.5,981.9,151.79
28.02.19,7995.0,7995.0,4402.0,6266.0,7995.0,0.0,91.96,24.6,1060.17,146.04
01.03.19,7459.0,7459.0,4939.0,5492.6,7459.0,0.0,91.87,27.0,970.91,140.05
02.03.19,8509.0,8509.0,4710.0,6749.7,8509.0,0.0,91.72,27.0,1116.11,154.49
03.03.19,8493.0,8493.0,5145.0,6881.4,8493.0,0.0,91.57,28.2,1098.38,161.11
04.03.19,8736.0,8736.0,5425.0,7188.7,8736.0,0.0,91.45,26.5,1096.66,165.37
05.03.19,8611.0,8611.0,5027.0,6909.7,8611.0,0.0,91.36,25.0,1118.02,160.58
06.03.19,8900.0,8900.0,5301.0,7071.5,8900.0,0.0,91.32,28.0,1158.37,167.73
07.03.19,8721.0,8721.0,5698.0,7303.44,8721.0,0.0,91.17,29.5,1158.02,171.08
08.03.19,8075.0,8075.0,5715.0,6131.7,8075.0,0.0,91.05,30.0,1056.54,154.58
09.03.19,8941.0,8941.0,5087.0,6789.4,8941.0,0.0,90.9,30.2,1130.32,164.92
10.03.19,9369.0,9369.0,5614.0,7567.1,9369.0,0.0,90.71,30.7,1192.07,217.13
11.03.19,9965.0,9965.0,6023.0,8076.64,9965.0,0.0,90.71,30.0,1222.96,190.58
12.03.19,10071.0,10071.0,6501.0,8373.4,10071.0,0.0,90.37,33.5,1205.3,197.41
13.03.19,10500.0,10500.0,6968.0,8517.5,10500.0,0.0,90.17,32.9,1170.37,204.97
14.03.19,10441.0,10441.0,7374.0,8670.3,10441.0,0.0,90.02,34.0,1183.94,208.08
15.03.19,9644.0,9644.0,6951.5,7432.6,9644.0,0.0,89.82,33.8,1137.85,188.58
16.03.19,10796.0,10796.0,6936.0,8474.4,10796.0,0.0,89.82,34.4,1243.98,204.28
17.03.19,10499.0,10499.0,7646.0,8792.5,10499.0,0.0,89.39,34.3,1172.41,201.39
18.03.19,10034.0,10034.0,5936.0,8347.3,10034.0,0.0,89.18,30.2,1287.74,190.78
19.03.19,10115.0,10115.0,7030.0,8296.8,10115.0,0.0,89.01,30.2,1247.05,188.34
20.03.19,10340.0,10340.0,7164.0,8984.2,10340.0,0.0,88.77,33.6,1207.7,207.84
21.03.19,10626.0,10626.0,7215.0,9097.3,10626.0,0.0,88.41,34.0,1199.92,212.33
22.03.19,9490.0,9490.0,6889.34,7718.8,9490.0,0.0,88.17,33.6,1183.47,194.53
23.03.19,10744.0,10744.0,6880.0,8224.6,10744.0,0.0,88.03,33.4,1284.89,204.08
24.03.19,10540.0,10540.0,7475.0,8731.4,10540.0,0.0,87.76,34.2,1291.93,212.12
25.03.19,10707.0,10707.0,7378.0,8909.2,10707.0,0.0,87.76,35.1,1250.73,211.93
26.03.19,8334.0,8731.0,7278.0,7743.0,8334.0,0.0,87.3,34.4,1133.48,186.75
27.03.19,10182.0,10182.0,6434.0,8110.18,10182.0,0.0,87.06,34.6,1206.62,196.22
28.03.19,10613.0,10613.0,7239.0,8855.7,10613.0,0.0,86.82,33.4,1223.91,208.34
29.03.19,10006.0,10006.0,7304.39,8108.04,10006.0,0.0,86.58,34.0,1222.39,200.59
30.03.19,10933.0,10933.0,7336.18,8751.9,10933.0,0.0,86.22,33.2,1267.76,211.91
31.03.19,4855.0,9320.0,8064.1,9132.3,4855.0,0.0,86.0,33.6,935.34,186.99
01.04.19,9015.0,9015.0,2605.0,6561.39,9015.0,0.0,86.0,31.4,1121.05,146.83
02.04.19,7099.0,8721.9,6766.3,8703.6,7099.0,0.0,85.5,32.0,1090.47,175.04
03.04.19,9252.0,9252.0,5674.2,7658.99,9252.0,0.0,85.32,32.0,1161.09,178.79
04.04.19,10407.0,10407.0,6745.5,8440.3,10407.0,0.0,85.25,33.1,1237.05,220.79
05.04.19,9752.0,9752.0,6400.75,6737.3,9752.0,0.0,85.01,30.2,1168.66,188.1
06.04.19,9197.0,9197.0,6046.52,7735.6,9197.0,0.0,84.94,31.6,966.75,179.29
07.04.19,9529.0,9529.0,4404.0,7306.6,9529.0,0.0,84.83,29.0,1131.03,164.15
08.04.19,9105.0,9105.0,6699.53,7812.2,9105.0,0.0,84.61,32.8,1112.77,184.94
09.04.19,6024.0,7305.6,6168.04,6544.0,6024.0,0.0,84.41,29.2,963.8,156.62
10.04.19,9389.0,9389.0,5019.0,6931.11,9389.0,0.0,84.17,28.2,1149.59,167.12
11.04.19,9854.0,9894.0,6550.6,8566.2,9854.0,0.0,84.0,32.9,1257.8,198.46
12.04.19,10181.0,10181.0,6542.6,7580.2,10181.0,0.0,83.7,33.1,1253.3,191.96
13.04.19,7833.0,8875.0,7464.0,8532.18,7833.0,0.0,83.5,33.0,1145.69,192.04
14.04.19,9962.0,9979.0,6031.0,7462.5,9962.0,0.0,83.26,34.1,1323.67,188.17
15.04.19,11190.0,11190.0,7242.5,8775.66,11190.0,0.0,82.91,34.1,1344.29,218.34
16.04.19,11440.0,11440.0,7977.2,9511.3,11440.0,0.0,82.64,35.0,1250.88,229.61
17.04.19,10871.0,10871.0,6307.0,8936.2,10871.0,0.0,82.3,35.1,1302.06,212.16
18.04.19,11242.0,11242.0,8054.03,8841.8,11242.0,0.0,81.98,33.5,1270.09,232.07
19.04.19,10858.0,10858.0,7287.1,7787.1,10858.0,0.0,81.65,35.4,1131.25,213.04
20.04.19,11300.0,11300.0,7833.5,9196.7,11300.0,0.0,81.21,34.4,1139.62,226.85
21.04.19,10184.0,10436.0,8060.9,9943.16,10184.0,0.0,80.6,35.6,1130.79,222.52
22.04.19,10755.0,10755.0,6141.7,7385.4,10755.0,0.0,80.22,34.5,1303.29,193.51
23.04.19,11581.0,11581.0,7997.75,9663.9,11581.0,0.0,79.56,35.2,1392.66,233.04
24.04.19,12057.0,12057.0,8442.05,10057.0,12057.0,0.0,79.13,36.7,1316.31,244.72
25.04.19,12067.0,12067.0,8813.2,9856.6,12067.0,0.0,79.13,37.1,1110.12,249.51
26.04.19,10891.0,11297.0,7760.0,8529.2,10891.0,0.0,78.25,36.2,1225.63,230.66
27.04.19,12052.0,12052.0,8240.9,9758.2,12052.0,0.0,77.92,35.5,1324.27,243.36
28.04.19,11902.0,11902.0,8761.3,9840.1,11902.0,0.0,77.44,36.0,1214.25,248.16
29.04.19,12200.0,12200.0,8745.4,10002.6,12200.0,0.0,77.12,36.3,1284.88,256.81
30.04.19,12022.0,12022.0,8756.6,9928.0,12022.0,0.0,76.64,35.6,1340.94,248.41
01.05.19,11095.0,11095.0,7453.81,7796.0,11095.0,0.0,76.41,36.3,1326.21,222.28
02.05.19,12008.0,12008.0,8553.8,9934.3,12008.0,0.0,76.31,36.2,1344.92,247.44
03.05.19,7597.0,11283.0,7798.3,7798.3,7597.0,0.0,75.98,33.0,1045.81,193.54
04.05.19,7529.0,7529.0,3501.0,4174.0,7529.0,0.0,75.87,36.2,1018.95,123.96
05.05.19,10884.0,10937.0,5985.8,8465.5,10884.0,0.0,75.86,33.9,1357.04,204.76
06.05.19,11813.0,11813.0,7912.18,9380.0,11813.0,0.0,75.8,35.3,1365.61,236.26
07.05.19,12214.0,12232.0,8435.3,9819.6,12214.0,0.0,75.52,35.2,1317.33,250.24
08.05.19,12412.0,12482.0,8703.9,9941.7,12412.0,0.0,75.28,40.7,1336.58,267.99
09.05.19,12161.0,12161.0,8932.3,9875.7,12161.0,0.0,75.04,41.1,1266.94,255.52
10.05.19,12095.0,12095.0,8123.7,8747.3,12095.0,0.0,75.04,36.2,1266.94,243.33
11.05.19,12494.0,12494.0,9093.5,9893.29,12494.0,0.0,74.55,35.6,1431.9,257.77
12.05.19,12376.0,12376.0,8527.4,10175.1,12376.0,0.0,74.28,35.8,1331.14,254.85
13.05.19,11088.0,11088.0,8525.7,10019.52,11088.0,0.0,74.08,35.5,1222.4,237.65
14.05.19,11823.0,11823.0,6311.1,9302.8,11823.0,0.0,73.9,34.4,1301.68,213.24
15.05.19,11768.0,11768.0,7474.3,9451.3,11768.0,0.0,73.82,35.2,1334.22,237.53
