Date,Max. Demand (Generation end) MW,Highest Generation (Generation end) MW,Minimum Generation (Generation end) MW,Day-peak Generation (Generation end) MW,Evening-peak Generation (Generation end) MW,Evening Peak Load-shed (Sub-station end) MW,Water Level of Kaptai Lake at 06:00 AM ft,Maximum Temperature in Dhaka (C),Total Gas Supplied MMCFD,Total Energy (Generation + India Import) MKWh
25.02.18,8763.0,8763.0,5878.0,7547.8,8763.0,0.0,95.17,33.6,897.19,176.02
26.02.18,8060.0,8060.0,2515.0,6045.0,8060.0,0.0,95.17,30.7,844.85,139.74
27.02.18,8768.0,8768.0,5181.0,7017.1,8768.0,0.0,95.17,31.0,894.32,164.95
28.02.18,8794.0,8794.0,5824.0,7444.3,8794.0,0.0,94.66,31.8,916.00,174.19
01.03.18,8835.0,8835.0,5843.0,7467.0,8835.0,0.0,94.42,31.5,930.61,174.32
02.03.18,8316.0,8316.0,5973.0,6246.6,8316.0,0.0,94.42,32.6,927.11,159.66
03.03.18,9262.0,9262.0,5777.0,6941.0,9262.0,0.0,94.24,33.8,982.58,174.47
04.03.18,9032.0,9032.0,6553.0,7822.3,9032.0,0.0,94.24,34.5,941.08,194.64
05.03.18,9015.0,9015.0,6859.0,8116.0,9015.0,0.0,93.89,33.4,915.51,191.25
06.03.18,9307.0,9307.0,6637.0,8109.2,9307.0,0.0,93.89,33.4,931.37,189.62
07.03.18,9431.0,9431.0,6689.0,8057.4,9431.0,0.0,93.62,32.3,966.83,189.94
08.03.18,9241.0,9241.0,6252.0,7776.0,9241.0,0.0,93.62,32,890.04,183.78
09.03.18,8306.0,8306.0,6066.3,6335.1,8306.0,0.0,93.62,32.2,857.27,167.3
10.03.18,9249.0,9249.0,5829.0,7095.2,9249.0,0.0,93.62,32,928.64,176.03
11.03.18,9454.0,9454.0,6256.0,7927.9,9454.0,0.0,92.91,33.6,983.38,182.5
12.03.18,9533.0,9533.0,6364.0,7946.0,9533.0,0.0,93.62,34,958.74,183.57
13.03.18,9616.0,9616.0,6645.0,8237.7,9616.0,0.0,93.62,34.2,943.55,192.63
14.03.18,9494.0,9494.0,6524.0,8080.9,9494.0,0.0,92.36,34.2,943.98,185.94
15.03.18,9715.0,9715.0,6896.0,8200.0,9715.0,0.0,92.24,32.9,986.53,190.18
16.03.18,8842.0,8842.0,6548.0,6540.0,8842.0,0.0,70.0,31.5,944.90,177.74
17.03.18,9467.0,9467.0,6538.0,8038.2,9467.0,0.0,91.97,33.9,983.21,190.51
18.03.18,9939.0,9939.0,6918.0,8223.1,9939.0,0.0,91.97,34.6,955.62,198.83
19.03.18,10084.0,10084.0,7140.0,8155.3,10084.0,0.0,91.75,34.4,976.88,199.69
20.03.18,9578.0,9578.0,7079.0,8325.0,9578.0,0.0,90.63,34,933.31,198.49
21.03.18,9641.0,9714.0,7029.0,8402.0,9714.0,0.0,90.63,34.6,934.64,196.77
22.03.18,9819.0,9819.0,7219.0,8476.9,9819.0,0.0,91.35,33.1,977.29,206.88
23.03.18,9344.0,9344.0,6897.8,7267.9,9344.0,0.0,91.97,33.6,953.32,188.23
24.03.18,9470.0,9470.0,7308.0,8147.0,9470.0,0.0,91.97,33.5,1004.40,199.83
25.03.18,8962.0,9190.0,7716.0,8408.9,8962.0,0.0,90.78,33.7,966.78,200.48
26.03.18,8654.0,8654.0,6738.7,7440.3,8654.0,0.0,90.78,33.5,863.86,182.76
27.03.18,9318.0,9318.0,6112.0,7897.0,9318.0,0.0,90.78,33.9,917.10,186.66
28.03.18,9306.0,9306.0,7497.0,8117.4,9306.0,0.0,90.15,36.1,928.73,198.97
29.03.18,9147.0,9147.0,7250.0,8330.0,9147.0,0.0,90.15,33.5,917.48,197.04
30.03.18,5487.0,7815.0,6062.2,6315.2,5487.0,0.0,89.76,29.1,748.43,148.06
31.03.18,8314.0,8314.0,1774.0,4893.4,8314.0,0.0,89.59,28.9,912.38,132.07
01.04.18,9147.0,9147.0,5696.0,7359.1,9147.0,0.0,89.59,34.2,932.62,171.56
02.04.18,9258.0,9258.0,5910.0,7658.5,9258.0,0.0,89.59,30,888.34,179.08
03.04.18,9350.0,9350.0,6551.0,8216.2,9350.0,0.0,89.59,34.2,906.20,196.31
04.04.18,9248.0,9248.0,7014.0,7969.2,9248.0,0.0,88.63,34,909.48,192.14
05.04.18,7443.0,8386.2,7322.0,8361.2,7443.0,0.0,88.19,34.1,853.59,185.14
06.04.18,8396.0,8396.0,5243.0,5941.9,8396.0,0.0,87.92,31.0,867.86,157.2
07.04.18,9255.0,9255.0,5607.0,7424.3,9255.0,0.0,87.68,33.9,902.08,176.57
08.04.18,9200.0,9200.0,5953.0,7269.5,9200.0,0.0,87.68,33,916.69,171.78
09.04.18,9510.0,9510.0,6360.0,8255.1,9510.0,0.0,87.28,33.6,943.30,191.33
10.04.18,9355.0,9355.0,5947.0,7950.4,9355.0,0.0,87.05,33.7,955.77,184.4
12.04.18,8943.0,8943.0,7007.8,6580.6,8943.0,0.0,86.87,33,936.89,190.23
12.04.18,8917.0,8917.0,5187.0,7923.3,8917.0,0.0,86.87,33.4,875.19,167.25
13.04.18,9257.0,9257.0,5332.3,6363.3,9257.0,0.0,86.07,32.8,942.12,164.53
14.04.18,7665.0,8282.0,6680.0,7522.3,7665.0,0.0,85.85,34.1,907.66,176.18
15.04.18,9961.0,9961.0,5767.0,8044.0,9961.0,0.0,85.85,34.4,1032.07,186.93
16.04.18,9702.0,9702.0,7383.3,8840.0,9702.0,0.0,85.31,36.5,986.47.,206.55
17.04.18,8464.0,8464.0,7051.2,7437.1,8464.0,0.0,85.31,31.6,844.43,177.46
18.04.18,9758.0,9758.0,4376.0,7536.3,9758.0,0.0,85.31,32.6,929.91,170.21
19.04.18,9425.0,9425.0,5443.3,7639.7,9425.0,0.0,84.4,32.4,977.76,173.78
20.04.18,8095.0,8090.0,5926.4,6206.6,8095.0,0.0,84.16,35.0,919.61,165.41
21.04.18,8498.0,8498.0,6263.1,7094.3,8498.0,0.0,84.16,33.1,907.17,172.92
22.04.18,8461.0,8624.0,6458.0,7953.8,8461.0,0.0,83.56,33.5,926.74,182.25
23.04.18,9778.0,9778.0,6641.0,8105.4,9778.0,0.0,83.28,34.7,956.74,195.27
24.04.18,10137.0,10137.0,7235.0,8526.2,10137.0,0.0,83.08,34.5,989.03,209.82
25.04.18,8591.0,9269.0,7229.0,8329.3,8591.0,0.0,83.08,34.1,854.95,188.12
26.04.18,9261.0,9261.0,5379.0,7243.4,9261.0,0.0,83.08,33.8,851.01,170.95
27.04.18,8876.0,8876.0,4793.0,6297.3,8876.0,0.0,81.78,31,958.33,156.67
28.04.18,9573.0,9573.0,6303.0,7884.3,9573.0,0.0,81.67,34.3,971.49,194.76
29.04.18,7807.0,7807.0,4197.1,5524.6,7807.0,0.0,81.29,28.1,837.51,152.25
02.05.18,6579.0,6579.0,4666.0,5636.6,6579.0,0.0,80.59,32.8.0,854.12,130.69
02.05.18,6579.0,6579.0,4666.0,5636.6,6579.0,0.0,80.59,32.8.0,854.12,130.69
02.05.18,6579.0,6579.0,4666.0,5636.6,6579.0,0.0,80.59,32.8.0,854.12,130.69
03.05.18,9091.0,9091.0,4966.0,7342.8,9091.0,0.0,80.59,32.5.,1011.88,165.4
04.05.18,8024.0,8024.0,5412.1,5686.1,8024.0,0.0,80.07,34.0,883.02,156.76
05.05.18,8883.0,8883.0,5506.1,7201.0,8883.0,0.0,80.07,32.7,922.23,167.88
06.05.18,9758.0,9758.0,5881.0,7898.0,9758.0,0.0,80.07,33.7,944.15,180.32
07.05.18,9641.0,9641.0,5390.0,7083.3,9641.0,0.0,78.95,30,944.15,188.48
08.05.18,9566.0,9566.0,6629.0,7628.1,9566.0,0.0,79.2,33,1002.28,193.74
09.05.18,9446.0,9446.0,7153.1,7650.3,9446.0,0.0,80.1,31.9,972.95,192.36
10.05.18,8033.0,8376.0,6903.0,7342.4,8033.0,0.0,80.1,30.2,809.86,175.6
11.05.18,6549.0,6724.0,5165.8,5767.7,6549.0,0.0,80.1,31.0,834.92,143.75
12.05.18,9449.0,9449.0,5152.0,6988.0,9449.0,0.0,82.68,32.6,968.95,169.91
13.05.18,9160.0,9160.0,6485.0,7537.1,9160.0,0.0,82.68,32.8,945.04,180.26
14.05.18,9464.0,9522.0,6254.0,7619.0,9464.0,0.0,82.61,32.5,950.34,185.73
15.05.18,9313.0,9313.0,6748.0,7952.0,9313.0,0.0,82.21,34.6,889.47,191.21
16.05.18,8753.0,8753.0,4864.0,6623.3,8753.0,0.0,82.21,27.4,925.87,163.77
17.05.18,9703.0,9726.0,5949.0,7620.3,9703.0,0.0,82.21,32.0,980.97,185.35
18.05.18,8668.0,8766.0,5835.5,5864.6,8668.0,0.0,82.21,30.0,900.24,170.71
19.05.18,9917.0,9917.0,5585.0,7219.7,9917.0,0.0,80.57,31.9,1021.93,186.4
20.05.18,9715.0,9715.0,6781.1,7472.4,9715.0,0.0,80.57,31.1,972.03,193.93
22.05.18,10147.0,10147.0,6880.1,7877.3,10147.0,0.0,80.57,32.5,1030.16,199.77
23.05.18,9904.0,9904.0,7062.3,7694.9,9904.0,0.0,80.57,29.4,1006.54,202.2
24.05.18,10130.0,10130.0,6815.0,7976.2,10130.0,0.0,81.57,33.2,979.90,194.99
25.05.18,8960.0,9083.0,6539.3,6999.0,8960.0,0.0,81.57,35.2,969.03,189.43
26.05.18,10699.0,10699.0,6781.0,8129.6,10699.0,0.0,81.57,34.5,998.42,206.78
27.05.18,10825.0,10825.0,7847.5,8732.9,10825.0,0.0,81.57,35.5,1005.07,223.99
28.05.18,10958.0,10958.0,7198.5,8783.2,10958.0,0.0,81.57,35.5,998.89,219.77
29.05.18,10875.0,10875.0,5950.4,8033.3,10875.0,0.0,81.19,35.4,1034.97,204.9
30.05.18,9869.0,9994.0,7679.4,9123.3,9869.0,0.0,81.19,36.3,1005.58,221.42
31.05.18,9887.0,9887.0,5907.1,7365.5,9887.0,0.0,81.19,28.2,933.00,198.34
01.06.18,9198.0,9207.0,6639.4,6807.0,9198.0,0.0,81.19,32.6,919.45,183.07
02.06.18,10364.0,10397.0,6506.1,7861.4,10364.0,0.0,81.19,33.2,1064.33,200.62
03.06.18,10602.0,10602.0,7592.1,8703.2,10602.0,0.0,79.7,34.2,1065.63,220.73
04.06.18,10716.0,10716.0,7695.5,8886.3,10716.0,0.0,79.7,34.5,1067.45,224.15
05.06.18,10903.0,10903.0,7744.7,8864.0,10903.0,0.0,79.7,35.1,1054.67,224.24
06.06.18,10948.0,10949.0,8128.3,9023.2,10948.0,0.0,79.7,34,990.82,227.35
07.06.18,10909.0,10909.0,8521.7,9178.2,10909.0,0.0,78.27,34,1031.60,233.99
08.06.18,10561.0,10561.0,7425.3,7958.2,10561.0,0.0,78.27,34.3,1008.47,215.06
09.06.18,10249.0,10249.0,7959.2,9043.0,10249.0,0.0,78.27,35.1,1043.93,223.44
10.06.18,10044.0,10244.0,7705.6,8718.6,10044.0,0.0,78.38,34.6,1019.11,216.07
11.06.18,10480.0,10480.0,7242.6,8523.6,10480.0,0.0,87.0,33.0,1058.54,212.43
12.06.18,9286.0,9761.0,7596.0,8881.2,9286.0,0.0,85.9,34.0,1000.29,208.57
13.06.18,10263.0,10276.0,6865.4,7608.4,10263.0,0.0,91.7,31.5,1022.38,200.31
14.06.18,9944.0,9968.0,7472.6,8150.2,9944.0,0.0,95.8,35.6,1020.84,206.09
15.06.18,8616.0,8774.0,5720.0,6515.3,8616.0,0.0,99.65,34.4,957.76,177.12
16.06.18,7749.0,7749.0,4998.5,5387.9,7749.0,0.0,102.22,31.2,874.08,147.77
17.06.18,8503.0,8503.0,5345.1,5801.1,8503.0,0.0,103.0,35.5,904.94,157.06
18.06.18,9132.0,9132.0,5620.3,6436.7,9132.0,0.0,103.98,35.3,929.43,169.41
19.06.18,8229.0,8788.0,5197.1,5470.1,8229.0,0.0,103.9,28.5,868.52,161.64
20.06.18,9186.0,9209.0,5756.2,7000.3,9186.0,0.0,103.35,37.2,999.96,181.85
21.06.18,9641.0,9700.0,6730.6,7678.9,9641.0,0.0,102.64,35.5,1055.57,194.8
22.06.18,9615.0,9753.0,6767.4,7221.0,9651.0,0.0,102.18,35.4,1038.39,194.42
23.06.18,10021.0,10021.0,7032.3,7590.8,10021.0,0.0,101.78,31.6,1077.74,200.61
24.06.18,9839.0,9839.0,6931.3,8179.5,9839.0,0.0,101.57,32.4,1109.25,205.42
25.06.18,10094.0,10094.0,6831.3,8081.5,10094.0,0.0,101.82,31.2,1045.18,200.31
26.06.18,10337.0,10337.0,6501.1,8115.9,10337.0,0.0,102.2,33.8,1033.87,205.75
27.06.18,10426.0,10426.0,6928.3,8107.9,10426.0,0.0,102.48,32.2,1072.01,201.7
28.06.18,10359.0,10359.0,6793.4,8287.9,10359.0,0.0,102.57,33.8,1084.73,208.3
29.06.18,9456.0,9574.0,6526.4,7051.7,9456.0,0.0,102.49,33.8,1042.95,191.92
30.06.18,10679.0,10679.0,6748.4,8136.3,10679.0,0.0,102.25,34.0,1083.69,206.88
01.07.18,10490.0,10490.0,7754.4,8702.0,10490.0,0.0,102.13,34.1,987.70,216.25
02.07.18,10639.0,10639.0,7345.04,8587.3,10639.0,0.0,101.96,33.6,934.37,212.18
02.07.18,10639.0,10639.0,7345.04,8587.3,10639.0,0.0,101.96,33.6,934.37,212.18
04.07.18,10046.0,10046.0,6881.1,8241.0,10046.0,0.0,103.3,31.1,943.75,197.57
05.07.18,10754.0,10754.0,6908.1,8253.7,10754.0,0.0,104.4,33.2,957.94,208.58
06.07.18,10426.0,10426.0,6808.0,7249.7,10426.0,0.0,105.06,34.6,979.58,198.44
07.07.18,11059.0,11059.0,7233.2,8524.0,11059.0,0.0,105.31,34.5,994.09,219.25
08.07.18,10791.0,10791.0,8007.3,9009.8,10791.0,0.0,105.36,33,963.78,231.54
09.07.18,10966.0,10966.0,7794.4,8946.9,10966.0,0.0,105.24,31.6,995.30,220.77
10.07.18,10975.0,10975.0,7971.5,8979.0,10975.0,0.0,104.84,32.8,988.09,220.07
11.07.18,11210.0,11210.0,7856.4,9119.0,11210.0,0.0,104.76,34,985.11,228.47
12.07.18,11149.0,11149.0,8235.3,9458.0,11149.0,0.0,104.8,36.3,988.00,232.22
13.07.18,10304.0,10419.0,7417.0,7810.4,10304.0,0.0,104.68,36.7,1015.70,210.42
14.07.18,11306.0,11306.0,7901.8,8783.2,11306.0,0.0,104.47,34.6,1078.48,223.6
15.07.18,11113.0,11113.0,8235.2,9267.9,11113.0,0.0,104.34,34.7,1054.80,230.7
16.07.18,10978.0,10978.0,7873.5,8838.1,10978.0,0.0,104.33,27.7,1050.50,224.94
17.07.18,10928.0,10928.0,7821.0,8971.0,10928.0,0.0,104.2,32,1050.62,224.7
18.07.18,11184.0,11387.0,8175.6,9372.6,11184.0,0.0,104.07,34.7,1037.06,231.62
19.07.18,11144.0,11387.0,8175.6,9735.4,11144.0,0.0,104.07,37.6,1046.61,231.62
20.07.18,10357.0,10976.0,8338.3,8463.8,10357.0,0.0,103.56,34.3,1017.81,222.6
21.07.18,10621.0,10621.0,7554.4,7876.0,10621.0,0.0,103.3,31.3,1046.25,212.38
22.07.18,10670.0,10670.0,7374.6,8186.4,10670.0,0.0,103.15,32.6,1039.30,210.09
23.07.18,10271.0,10271.0,7421.0,8546.5,10271.0,0.0,102.97,32.7,1059.89,217.57
24.07.18,9945.0,9945.0,7150.5,8203.0,9945.0,0.0,102.9,30.3,1038.45,201.49
25.07.18,10340.0,10340.0,6935.2,8224.7,10340.0,0.0,103.21,34.2,1054.62,203.24
26.07.18,10256.0,10256.0,7328.0,8326.7,10256.0,0.0,103.35,28.7,1034.31,204.55
27.07.18,9613.0,9613.0,6828.5,7091.9,9613.0,0.0,103.27,30.5,1003.52,191.21
28.06.18,10359.0,10359.0,6793.4,8287.9,10359.0,0.0,102.57,33.8,1084.73,208.3
29.07.18,10552.0,10552.0,7338.0,8436.8,10552.0,0.0,103.14,32,1069.26,212.47
30.07.18,10538.0,10538.0,7371.5,8744.4,10538.0,0.0,103.14,31.8,1087.59,214.44
31.07.18,10651.0,10651.0,7655.1,8962.0,10651.0,0.0,102.96,33.2,1146.02,218.8
01.08.18,10115.0,10115.0,7522.4,8569.9,10115.0,0.0,102.82,32.5,1144.63,211.93
02.08.18,10086.0,10086.0,7318.0,8295.1,10086.0,0.0,102.86,32.7,1115.57,205.16
03.08.18,9727.0,9727.0,6474.1,6834.7,9727.0,0.0,103.1,32.6,1096.45,188.55
04.08.18,10518.0,10518.0,7149.0,8216.0,10518.0,0.0,103.26,34,1159.12,209.35
05.08.18,10862.0,10862.0,8129.4,8831.3,10862.0,0.0,103.34,32,1150.43,249.5
06.08.18,10646.0,10646.0,7870.4,8980.5,10646.0,0.0,103.48,34.9,1089.7,225.05
07.08.18,10862.0,10862.0,7440.6,8652.0,10862.0,0.0,104.14,33.6,1109.11,218.36
08.08.18,10902.0,10902.0,7985.5,9019.8,10902.0,0.0,104.58,33.4,1096.65,221.6
09.08.18,11045.0,11045.0,8009.8,9314.4,11045.0,0.0,104.58,34.0,1119.74,229.08
10.08.18,10617.0,10662.0,7749.6,8030.7,10617.0,0.0,104.79,35.6,1123.15,217.81
11.08.18,11095.0,11095.0,8310.7,8777.1,11095.0,0.0,104.85,34.3,1127.73,225.66
12.08.18,10086.0,10086.0,7318.0,8295.1,10086.0,0.0,102.86,32.7,1115.57,205.16
13.08.18,11174.0,11217.0,8491.4,9326.0,11174.0,0.0,104.99,34.9,1114.11,231.77
14.08.18,11099.0,11099.0,8433.5,9621.4,11099.0,0.0,105.31,36.3,1124.58,235.68
15.08.18,10512.0,10588.0,8175.4,8645.2,10512.0,0.0,105.48,34.6,1157.05,224.4
16.08.18,11152.0,11152.0,8244.2,9558.9,11152.0,0.0,105.56,35.7,1126.43,233.28
17.08.18,10940.0,10940.0,8136.0,8502.7,10940.0,0.0,105.64,33.5,1111.26,227.0
18.08.18,10885.0,10885.0,8474.5,9510.7,10885.0,0.0,105.79,36.0,1101.19,234.36
19.08.18,10727.0,10727.0,7839.3,9261.4,10727.0,0.0,105.94,34.0,1117.37,229.58
20.08.18,9839.0,10027.0,7509.0,8325.0,9839.0,0.0,105.94,34.4,1129.01,210.03
21.08.18,9064.0,9088.0,6169.0,6644.9,9064.0,0.0,106.1,33.2,1108.4,184.55
22.08.18,8955.0,8961.0,5450.6,5700.9,8955.0,0.0,106.03,33.5,1095.06,176.54
23.08.18,9040.0,9040.0,6630.9,6999.4,9040.0,0.0,105.98,34.5,1125.17,184.88
24.08.18,8996.0,8996.0,6153.0,6543.0,8996.0,0.0,105.9,34.7,1147.96,180.63
25.08.18,9330.0,9477.0,6466.0,7091.3,9330.0,0.0,105.9,35.7,1160.09,187.93
26.08.18,9725.0,9838.0,6832.2,7670.0,9725.0,0.0,105.7,33.7,1197.83,198.86
27.08.18,9901.0,9976.0,6988.8,7939.2,9901.0,0.0,105.7,31.2,1271.82,204.87
28.08.18,10127.0,10127.0,7182.4,8186.8,10127.0,0.0,105.58,33.5,1289.74,269.13
29.08.18,10340.0,10340.0,7356.4,8430.4,10340.0,0.0,105.42,32.4,1296.18,210.93
30.08.18,10540.0,10540.0,7654.3,8708.3,10540.0,0.0,105.26,34.0,1253.33,216.82
31.08.18,10142.0,10142.0,7215.0,7735.6,10142.0,0.0,105.12,35.2,1253.33,206.5
01.09.18,10617.0,10617.0,7559.7,8471.5,10617.0,0.0,104.97,33.8,1206.2,217.34
02.09.18,10225.0,10225.0,7563.6,8252.0,10225.0,0.0,104.97,32.3,1170.76,210.12
03.09.18,11015.0,11015.0,7583.2,8996.9,11015.0,0.0,104.66,33.5,1188.54,218.76
04.09.18,10892.0,10892.0,7865.0,8985.0,10892.0,0.0,104.66,34.8,1184.27,224.85
05.09.18,10852.0,10852.0,7890.0,9046.0,10852.0,0.0,104.33,33.5,1148.84,224.02
06.09.18,10637.0,10637.0,7754.3,8589.7,10637.0,0.0,104.35,32.6,1162.74,217.68
07.09.18,10266.0,10266.0,7059.8,7449.0,10266.0,0.0,104.4,32.9,1126.99,204.31
08.09.18,10898.0,10898.0,7778.6,8500.3,10898.0,0.0,104.38,34.8,1182.49,221.32
09.09.18,11129.0,11129.0,8196.5,9043.1,11129.0,0.0,104.3,34.6,1217.47,229.35
10.09.18,11129.0,11129.0,8196.5,9043.1,11129.0,0.0,104.3,34.6,1217.47,229.35
11.09.18,10630.0,10630.0,7832.1,8774.6,10630.0,0.0,104.18,34.0,1194.07,219.45
12.09.18,10625.0,10625.0,7548.1,8852.4,10625.0,0.0,104.31,34.1,1153.76,217.34
13.09.18,10830.0,10830.0,6892.1,8553.0,10830.0,0.0,104.38,30.7,1216.21,212.0
14.09.18,10277.0,10277.0,6906.7,7335.9,10277.0,0.0,104.38,33.9,1141.91,203.46
15.09.18,11292.0,11292.0,7527.4,8572.1,11292.0,0.0,104.29,33.2,1157.02,219.27
16.09.18,11289.0,11289.0,8123.0,9302.3,11289.0,0.0,104.38,35.2,1182.59,235.29
17.09.18,11534.0,11534.0,8655.4,9625.4,11534.0,0.0,104.45,35.6,1220.58,238.83
18.09.18,11363.0,11363.0,8753.2,9440.1,11363.0,0.0,104.4,36.2,1187.53,243.19
19.09.18,11623.0,11623.0,8905.2,9788.0,11623.0,0.0,104.29,36.5,1128.83,246.47
20.09.18,10420.0,10760.0,7314.2,8790.6,10420.0,0.0,104.2,34.5,1034.7,219.89
21.09.18,10420.0,10760.0,7314.2,8790.6,10420.0,0.0,104.2,34.5,1034.7,219.89
22.09.18,11086.0,11006.0,7365.4,8554.0,11086.0,0.0,104.11,33.2,1056.4,216.4
23.09.18,11432.0,11432.0,8109.8,9167.0,11432.0,0.0,104.11,33.9,1153.9,233.7
24.09.18,11557.0,11557.0,8374.2,9380.8,11557.0,0.0,103.99,33.8,1174.51,238.25
25.09.18,11140.0,11140.0,8106.1,9477.5,11140.0,0.0,103.96,34.5,1190.58,232.38
26.09.18,11348.0,11348.0,8255.3,9537.3,11348.0,0.0,103.91,34.6,1184.83,232.31
27.09.18,10946.0,10946.0,8271.83,9125.0,10946.0,0.0,103.85,33.9,1166.39,233.74
28.09.18,10891.0,10901.0,7369.0,7896.0,10891.0,0.0,103.76,35.5,1167.57,218.29
29.09.18,11280.0,11280.0,8138.2,9050.9,11280.0,0.0,103.76,35.5,1182.2,231.66
30.09.18,11574.0,11574.0,8518.2,9925.4,11574.0,0.0,103.58,35.7,1227.59,239.32
01.10.18,11198.0,11198.0,8265.9,9532.6,11198.0,0.0,103.43,36.1,1183.77,239.39
02.10.18,11485.0,11485.0,8120.4,9227.2,11485.0,0.0,103.19,35.6,1193.22,235.75
03.10.18,11472.0,11472.0,7918.0,9498.1,11472.0,0.0,103.03,35.9,1195.52,236.06
04.10.18,11394.0,11394.0,8113.0,9591.9,11394.0,0.0,102.84,32.6,1211.96,234.76
05.10.18,10548.0,10548.0,7640.0,8271.0,10548.0,0.0,102.75,34.2,1187.46,216.69
06.10.18,11431.0,11431.0,7660.8,9091.1,11431.0,0.0,102.56,31.9,1223.33,226.22
07.10.18,11400.0,11400.0,7772.8,9086.3,11400.0,0.0,102.56,34.6,1221.92,228.25
08.10.18,11205.0,11205.0,7630.9,9028.3,11205.0,0.0,102.56,34.8,1231.6,229.97
09.10.18,10891.0,10891.0,7488.8,8722.1,10891.0,0.0,102.56,32.9,1186.2,217.45
10.10.18,9966.0,9966.0,7136.2,8081.0,9966.0,0.0,102.56,29.0,1113.62,200.36
11.10.18,9110.0,9110.0,6030.4,7199.3,9110.0,0.0,102.56,27.2,1079.79,179.38
12.10.18,8103.0,8103.0,5506.94,6052.1,8103.0,0.0,102.56,26.2,1007.98,159.74
13.10.18,8830.0,8830.0,5397.7,6948.17,8830.0,0.0,102.56,27.9,1060.15,166.8
14.10.18,9456.0,9456.0,5793.0,7300.4,9456.0,0.0,102.86,29.7,1093.45,174.01
15.10.18,9862.0,9862.0,5935.4,8012.3,9862.0,0.0,103.12,32.6,1065.94,184.23
16.10.18,9886.0,9886.0,6311.0,7746.1,9886.0,0.0,102.56,33.2,1157.94,187.1
17.10.18,9821.0,9821.0,6163.8,7863.8,9821.0,0.0,103.26,32.2,1153.99,186.21
18.10.18,9842.0,9842.0,6356.7,8102.8,9842.0,0.0,103.26,32.5,1132.96,204.86
19.10.18,9086.0,9086.0,5993.3,6786.4,9086.0,0.0,103.22,33.8,1123.75,175.99
20.10.18,10158.0,10158.0,6282.0,7755.76,10158.0,0.0,103.18,32.6,1188.87,189.81
21.10.18,10286.0,10286.0,6624.4,8222.9,10286.0,0.0,103.11,33.2,1212.91,197.97
22.10.18,10237.0,10237.0,6601.8,8321.0,10237.0,0.0,103.01,29.4,1127.02,193.93
23.10.18,10198.0,10198.0,6598.4,8353.0,10198.0,0.0,102.9,32.6,1151.77,197.34
24.10.18,10075.0,10075.0,6693.5,8374.9,10075.0,0.0,102.81,32.5,1144.47,195.6
25.10.18,9582.0,9582.0,6536.0,8111.9,9582.0,0.0,102.74,32.0,1123.43,190.28
26.10.18,8584.0,8584.0,5959.0,6716.9,8584.0,0.0,102.64,32.2,1085.87,166.77
27.10.18,9879.0,9879.0,5967.0,7390.2,9879.0,0.0,102.54,33.2,1143.76,181.68
28.10.18,8651.0,8651.0,6306.53,7231.0,8651.0,0.0,102.44,26.3,1046.86,171.05
29.10.18,8776.0,8776.0,5652.0,7159.0,8776.0,0.0,102.42,26.6,1076.99,166.42
30.10.18,9101.0,9101.0,5634.0,7247.5,9101.0,0.0,102.58,31.0,1084.53,171.38
31.10.18,9460.0,9460.0,5924.0,7636.2,9460.0,0.0,102.58,32.4,1150.99,178.9
01.11.18,9670.0,9670.0,6214.0,7922.3,9670.0,0.0,102.58,32.5,1145.9,185.08
02.11.18,8751.0,8751.0,5899.72,6547.2,8751.0,0.0,102.53,32.0,1112.76,168.26
03.11.18,9760.0,9760.0,6034.0,7768.7,9760.0,0.0,102.45,32.8,1135.15,184.92
04.11.18,9900.0,9900.0,6496.0,7905.5,9900.0,0.0,102.37,32.0,1010.62,187.66
05.11.18,9454.0,9454.0,6361.0,8017.0,9454.0,0.0,102.27,32.4,968.14,184.39
06.11.18,9667.0,9667.0,6131.8,7646.67,9667.0,0.0,102.19,31.0,973.51,179.84
07.11.18,9256.0,9256.0,6066.6,7255.61,9256.0,0.0,102.09,29.1,906.84,174.05
08.11.18,8956.0,8956.0,5805.0,7388.1,8956.0,0.0,102.01,30.2,903.77,175.0
09.11.18,7724.0,7724.0,5372.9,5790.9,7724.0,0.0,101.93,29.5,869.47,145.18
10.11.18,8723.0,8723.0,5012.0,6680.0,8723.0,0.0,101.85,29.4,915.93,154.86
11.11.18,8724.0,8724.0,5425.0,6601.1,8724.0,0.0,101.78,29.6,895.9,160.31
12.11.18,8815.0,8815.0,5392.0,7026.1,8815.0,0.0,101.73,30.6,873.64,166.04
13.11.18,8806.0,8806.0,5492.0,7006.4,8806.0,0.0,101.65,30.2,853.15,165.35
13.11.18,8806.0,8806.0,5492.0,7006.4,8806.0,0.0,101.65,30.2,853.15,165.35
15.11.18,8772.0,8772.0,5536.0,7186.3,8772.0,0.0,101.46,31.1,0.0,167.73
16.11.18,7696.0,7696.0,5249.4,5770.8,7696.0,0.0,101.36,32.0,0.0,148.88
17.11.18,8603.0,8603.0,5183.0,6498.8,8603.0,0.0,101.3,30.4,1102.25,157.99
18.11.18,8656.0,8656.0,5421.0,6985.6,8656.0,0.0,101.19,29.8,1128.68,163.75
19.11.18,8585.0,8585.0,5306.0,6958.8,8585.0,0.0,101.09,30.0,1082.8,155.37
20.11.18,8441.0,8441.0,5228.0,6824.7,8441.0,0.0,101.0,28.7,1107.16,159.87
